[1320, 1176]
[folio, [68.0, 57.0, 175.0, 18.0], shoonya_0sRH377C58BA80, 5694071]
[paragraph, [752.0, 513.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 531.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 549.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 567.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 585.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 603.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 621.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 639.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 657.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 675.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 693.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [66.0, 629.0, 334.0, 18.0], MjYw3bmk3V, 5694071]
[paragraph, [66.0, 647.0, 334.0, 18.0], MjYw3bmk3V, 5694071]
[paragraph, [66.0, 665.0, 334.0, 18.0], MjYw3bmk3V, 5694071]
[paragraph, [66.0, 683.0, 334.0, 18.0], MjYw3bmk3V, 5694071]
[figure-caption, [310.0, 770.0, 390.0, 18.0], 3M29FhWn4Q, 5694071]
[figure-caption, [310.0, 788.0, 390.0, 18.0], 3M29FhWn4Q, 5694071]
[figure-caption, [310.0, 806.0, 390.0, 18.0], 3M29FhWn4Q, 5694071]
[figure-caption, [310.0, 824.0, 390.0, 18.0], 3M29FhWn4Q, 5694071]
[figure-caption, [310.0, 842.0, 390.0, 18.0], 3M29FhWn4Q, 5694071]
[figure-caption, [310.0, 860.0, 390.0, 18.0], 3M29FhWn4Q, 5694071]
[figure-caption, [440.0, 898.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
[figure-caption, [440.0, 916.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
[figure-caption, [440.0, 934.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
[figure-caption, [440.0, 952.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
[figure-caption, [440.0, 970.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
[figure-caption, [440.0, 988.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
[figure-caption, [440.0, 1006.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
[figure-caption, [440.0, 1024.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
[figure-caption, [440.0, 1042.0, 238.0, 18.0], m6dZ73Pw2g, 5694071]
