[1468, 909]
[folio, [354.0, 71.0, 191.0, 18.0], AdiUD5BHhy, 5770658]
[paragraph, [79.0, 611.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 629.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 647.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 665.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 683.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 701.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 719.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 737.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 755.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 773.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 791.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 809.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 827.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 845.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 863.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 881.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 899.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 917.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 935.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 953.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[section-title, [455.0, 848.0, 161.0, 30.0], WFKCz50gwp, 5770658]
[paragraph, [464.0, 890.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 908.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 926.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 944.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 962.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 980.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 998.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1016.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1034.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1052.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1070.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1088.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1106.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1124.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1142.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1160.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1178.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1196.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1214.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1232.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1250.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1268.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1286.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1304.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1322.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1340.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [464.0, 1358.0, 359.0, 18.0], shoonya_0sWO14479ZPJ89, 5770658]
[paragraph, [72.0, 979.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 997.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1015.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1033.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1051.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1069.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1087.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1105.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1123.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1141.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1159.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1177.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1195.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1213.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1231.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1249.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1267.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1285.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1303.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1321.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1339.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
[paragraph, [72.0, 1357.0, 377.0, 18.0], UZUrD2I8G_, 5770658]
