[1418, 1063]
[paragraph, [168.0, 114.0, 784.0, 18.0], shoonya_3sDIM7CBEK7GMJ, 6469168]
[paragraph, [169.0, 709.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 727.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 745.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 763.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 781.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 799.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 817.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 835.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 853.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 871.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 889.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 907.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 925.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[paragraph, [169.0, 943.0, 786.0, 18.0], shoonya_1sLSNLZSFALTC6, 6469168]
[unordered-list, [199.0, 984.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1002.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1020.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1038.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1056.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1074.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1092.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1110.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1128.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1146.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1164.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1182.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[unordered-list, [199.0, 1200.0, 754.0, 18.0], shoonya_0sBCYIFR41HK71, 6469168]
[folio, [62.0, 1315.0, 272.0, 18.0], 2Ov0hvTzL_, 6469168]
