[1368, 839]
[folio, [626.0, 33.0, 116.0, 18.0], shoonya_0sDLUIQPIMQXS9, 5782312]
[ordered-list, [100.0, 703.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 721.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 739.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 757.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 775.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 793.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[sub-ordered-list, [108.0, 476.0, 637.0, 18.0], DoFSXNLhaw, 5782312]
[sub-ordered-list, [108.0, 494.0, 637.0, 18.0], DoFSXNLhaw, 5782312]
[sub-ordered-list, [108.0, 512.0, 637.0, 18.0], DoFSXNLhaw, 5782312]
[sub-ordered-list, [108.0, 530.0, 637.0, 18.0], DoFSXNLhaw, 5782312]
[sub-ordered-list, [108.0, 548.0, 637.0, 18.0], DoFSXNLhaw, 5782312]
[sub-ordered-list, [108.0, 566.0, 637.0, 18.0], DoFSXNLhaw, 5782312]
[sub-ordered-list, [108.0, 584.0, 637.0, 18.0], DoFSXNLhaw, 5782312]
[sub-ordered-list, [105.0, 633.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[sub-ordered-list, [105.0, 651.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[sub-ordered-list, [105.0, 669.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[sub-ordered-list, [105.0, 687.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[sub-ordered-list, [105.0, 705.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[sub-ordered-list, [105.0, 723.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[sub-ordered-list, [105.0, 741.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[sub-ordered-list, [105.0, 759.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[sub-ordered-list, [105.0, 777.0, 638.0, 18.0], RlVUu2thEE, 5782312]
[ordered-list, [92.0, 822.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 840.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 858.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 876.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 894.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 912.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 930.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 948.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 966.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 984.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1002.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1020.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1038.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1056.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1074.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1092.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1110.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1128.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1146.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1164.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[ordered-list, [92.0, 1182.0, 669.0, 18.0], NOAd5nL9Ys, 5782312]
[sub-ordered-list, [100.0, 854.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 872.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 890.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 908.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 926.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 944.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 962.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 980.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 998.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1016.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1034.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1052.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1070.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1088.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1106.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1124.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1142.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1160.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[sub-ordered-list, [100.0, 1178.0, 653.0, 18.0], n_NhcloLQE, 5782312]
[subsub-ordered-list, [109.0, 1111.0, 639.0, 18.0], NDNKy96ZhM, 5782312]
[subsub-ordered-list, [109.0, 1129.0, 639.0, 18.0], NDNKy96ZhM, 5782312]
[subsub-ordered-list, [109.0, 1147.0, 639.0, 18.0], NDNKy96ZhM, 5782312]
[subsub-ordered-list, [109.0, 1165.0, 639.0, 18.0], NDNKy96ZhM, 5782312]
[subsub-ordered-list, [109.0, 1183.0, 639.0, 18.0], NDNKy96ZhM, 5782312]
