[792, 612]
[folio, [65.0, 32.0, 57.0, 18.0], dPAbqzo9Cf, 6516780]
[paragraph, [55.0, 512.0, 164.0, 18.0], lNBb3I2WRK, 6516780]
[paragraph, [55.0, 530.0, 164.0, 18.0], lNBb3I2WRK, 6516780]
[paragraph, [55.0, 548.0, 164.0, 18.0], lNBb3I2WRK, 6516780]
[paragraph, [55.0, 566.0, 164.0, 18.0], lNBb3I2WRK, 6516780]
[paragraph, [223.0, 504.0, 163.0, 18.0], hI8uGXdgol, 6516780]
[paragraph, [223.0, 522.0, 163.0, 18.0], hI8uGXdgol, 6516780]
[paragraph, [223.0, 540.0, 163.0, 18.0], hI8uGXdgol, 6516780]
[paragraph, [223.0, 558.0, 163.0, 18.0], hI8uGXdgol, 6516780]
[paragraph, [223.0, 576.0, 163.0, 18.0], hI8uGXdgol, 6516780]
[paragraph, [223.0, 594.0, 163.0, 18.0], hI8uGXdgol, 6516780]
[paragraph, [223.0, 612.0, 163.0, 18.0], hI8uGXdgol, 6516780]
[paragraph, [394.0, 505.0, 161.0, 18.0], MYxN_w7GCf, 6516780]
[paragraph, [394.0, 523.0, 161.0, 18.0], MYxN_w7GCf, 6516780]
[paragraph, [394.0, 541.0, 161.0, 18.0], MYxN_w7GCf, 6516780]
[paragraph, [394.0, 559.0, 161.0, 18.0], MYxN_w7GCf, 6516780]
[paragraph, [394.0, 577.0, 161.0, 18.0], MYxN_w7GCf, 6516780]
[paragraph, [394.0, 595.0, 161.0, 18.0], MYxN_w7GCf, 6516780]
[paragraph, [394.0, 613.0, 161.0, 18.0], MYxN_w7GCf, 6516780]
[paragraph, [394.0, 631.0, 161.0, 18.0], MYxN_w7GCf, 6516780]
[paragraph, [54.0, 602.0, 164.0, 18.0], CgNvpFPCE0, 6516780]
[paragraph, [54.0, 620.0, 164.0, 18.0], CgNvpFPCE0, 6516780]
[paragraph, [54.0, 638.0, 164.0, 18.0], CgNvpFPCE0, 6516780]
[paragraph, [54.0, 656.0, 164.0, 18.0], CgNvpFPCE0, 6516780]
[paragraph, [54.0, 674.0, 164.0, 18.0], CgNvpFPCE0, 6516780]
[paragraph, [54.0, 692.0, 164.0, 18.0], CgNvpFPCE0, 6516780]
[paragraph, [224.0, 638.0, 164.0, 18.0], 5CSQh0HLJ-, 6516780]
[paragraph, [224.0, 656.0, 164.0, 18.0], 5CSQh0HLJ-, 6516780]
[paragraph, [224.0, 674.0, 164.0, 18.0], 5CSQh0HLJ-, 6516780]
[paragraph, [224.0, 692.0, 164.0, 18.0], 5CSQh0HLJ-, 6516780]
[paragraph, [224.0, 710.0, 164.0, 18.0], 5CSQh0HLJ-, 6516780]
[paragraph, [224.0, 728.0, 164.0, 18.0], 5CSQh0HLJ-, 6516780]
[paragraph, [392.0, 651.0, 162.0, 18.0], woXYlruH4l, 6516780]
[paragraph, [392.0, 669.0, 162.0, 18.0], woXYlruH4l, 6516780]
[paragraph, [392.0, 687.0, 162.0, 18.0], woXYlruH4l, 6516780]
[paragraph, [392.0, 705.0, 162.0, 18.0], woXYlruH4l, 6516780]
[paragraph, [392.0, 723.0, 162.0, 18.0], woXYlruH4l, 6516780]
[paragraph, [54.0, 721.0, 164.0, 18.0], DynXqkcWJC, 6516780]
