[1298, 853]
[section-title, [301.0, 74.0, 235.0, 30.0], 8Nky3trwRC, 5710302]
[paragraph, [50.0, 707.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 725.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 743.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 761.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 779.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 797.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 815.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 833.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 851.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 869.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 887.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 905.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 923.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 941.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 959.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 977.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 995.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 1013.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 1031.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 1049.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 1067.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 1100.0, 762.0, 18.0], shoonya_1s2J6ZCDDGJNK3, 5710302]
[paragraph, [50.0, 1118.0, 762.0, 18.0], shoonya_1s2J6ZCDDGJNK3, 5710302]
[paragraph, [50.0, 1136.0, 762.0, 18.0], shoonya_1s2J6ZCDDGJNK3, 5710302]
[paragraph, [50.0, 1154.0, 762.0, 18.0], shoonya_1s2J6ZCDDGJNK3, 5710302]
[paragraph, [50.0, 1172.0, 762.0, 18.0], shoonya_1s2J6ZCDDGJNK3, 5710302]
[paragraph, [50.0, 1190.0, 762.0, 18.0], shoonya_1s2J6ZCDDGJNK3, 5710302]
[paragraph, [50.0, 1208.0, 762.0, 18.0], shoonya_1s2J6ZCDDGJNK3, 5710302]
