[1565, 1152]
[paragraph, [415.0, 120.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [413.0, 1053.0, 311.0, 36.0], shoonya_6sFJHRYA94L3KL, 5713023]
[paragraph, [413.0, 1089.0, 311.0, 36.0], shoonya_6sFJHRYA94L3KL, 5713023]
[paragraph, [413.0, 1125.0, 311.0, 36.0], shoonya_6sFJHRYA94L3KL, 5713023]
[paragraph, [413.0, 1161.0, 311.0, 36.0], shoonya_6sFJHRYA94L3KL, 5713023]
[paragraph, [413.0, 1197.0, 311.0, 36.0], shoonya_6sFJHRYA94L3KL, 5713023]
[paragraph, [728.0, 1141.0, 314.0, 36.0], shoonya_11s3BM4J909LVR, 5713023]
[paragraph, [728.0, 1177.0, 314.0, 36.0], shoonya_11s3BM4J909LVR, 5713023]
[paragraph, [728.0, 1213.0, 314.0, 36.0], shoonya_11s3BM4J909LVR, 5713023]
[paragraph, [728.0, 1249.0, 314.0, 36.0], shoonya_11s3BM4J909LVR, 5713023]
[paragraph, [728.0, 1285.0, 314.0, 36.0], shoonya_11s3BM4J909LVR, 5713023]
[paragraph, [728.0, 1321.0, 314.0, 36.0], shoonya_11s3BM4J909LVR, 5713023]
[paragraph, [728.0, 1357.0, 314.0, 36.0], shoonya_11s3BM4J909LVR, 5713023]
[paragraph, [728.0, 1393.0, 314.0, 36.0], shoonya_11s3BM4J909LVR, 5713023]
[paragraph, [417.0, 1249.0, 306.0, 36.0], shoonya_7sGNSTK5DZP5AP, 5713023]
[paragraph, [417.0, 1285.0, 306.0, 36.0], shoonya_7sGNSTK5DZP5AP, 5713023]
[paragraph, [417.0, 1321.0, 306.0, 36.0], shoonya_7sGNSTK5DZP5AP, 5713023]
[paragraph, [417.0, 1357.0, 306.0, 36.0], shoonya_7sGNSTK5DZP5AP, 5713023]
[paragraph, [417.0, 1393.0, 306.0, 36.0], shoonya_7sGNSTK5DZP5AP, 5713023]
[paragraph, [100.0, 1373.0, 314.0, 36.0], shoonya_3sM2PB6JS3RES6, 5713023]
[paragraph, [100.0, 1409.0, 314.0, 36.0], shoonya_3sM2PB6JS3RES6, 5713023]
[folio, [107.0, 1448.0, 156.0, 36.0], y59_tSRE2v, 5713023]
