[872, 605]
[folio, [453.0, 37.0, 98.0, 18.0], MyWBgPNZBz, 6457228]
[paragraph, [299.0, 423.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 441.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 459.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 477.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 495.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 513.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 531.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 549.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 567.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 585.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 603.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 621.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 639.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 657.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 675.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [299.0, 693.0, 253.0, 18.0], UYSeFcMZbs, 6457228]
[paragraph, [51.0, 475.0, 249.0, 18.0], Mo5jof_KOM, 6457228]
[paragraph, [51.0, 493.0, 249.0, 18.0], Mo5jof_KOM, 6457228]
[paragraph, [51.0, 510.0, 236.0, 18.0], t2DbceQf-K, 6457228]
[paragraph, [51.0, 528.0, 236.0, 18.0], t2DbceQf-K, 6457228]
[paragraph, [52.0, 544.0, 249.0, 18.0], eA6O6E2dsd, 6457228]
[paragraph, [52.0, 562.0, 249.0, 18.0], eA6O6E2dsd, 6457228]
[paragraph, [53.0, 578.0, 234.0, 18.0], 6TVbCE6wRs, 6457228]
[paragraph, [50.0, 612.0, 227.0, 18.0], RbRDjHlSQR, 6457228]
[paragraph, [50.0, 631.0, 250.0, 18.0], sUOOdM5XCw, 6457228]
[paragraph, [50.0, 649.0, 250.0, 18.0], sUOOdM5XCw, 6457228]
[paragraph, [50.0, 667.0, 250.0, 18.0], sUOOdM5XCw, 6457228]
[paragraph, [50.0, 685.0, 250.0, 18.0], sUOOdM5XCw, 6457228]
[paragraph, [50.0, 703.0, 250.0, 18.0], sUOOdM5XCw, 6457228]
[reference, [298.0, 719.0, 251.0, 18.0], G-FjtnY3Ex, 6457228]
[reference, [298.0, 737.0, 251.0, 18.0], G-FjtnY3Ex, 6457228]
[reference, [298.0, 755.0, 251.0, 18.0], G-FjtnY3Ex, 6457228]
[reference, [298.0, 773.0, 251.0, 18.0], G-FjtnY3Ex, 6457228]
[reference, [298.0, 791.0, 251.0, 18.0], G-FjtnY3Ex, 6457228]
[reference, [298.0, 809.0, 251.0, 18.0], G-FjtnY3Ex, 6457228]
[reference, [49.0, 736.0, 250.0, 18.0], VPmPQ3YAyw, 6457228]
[reference, [49.0, 754.0, 250.0, 18.0], VPmPQ3YAyw, 6457228]
[reference, [49.0, 772.0, 250.0, 18.0], VPmPQ3YAyw, 6457228]
[reference, [49.0, 790.0, 250.0, 18.0], VPmPQ3YAyw, 6457228]
[reference, [49.0, 808.0, 250.0, 18.0], VPmPQ3YAyw, 6457228]
