[2456, 1771]
[chapter-title, [293.0, 412.0, 1368.0, 70.5], shoonya_8sOO29FTZFM65N, 5656900]
[unordered-list, [126.0, 1788.0, 771.0, 36.0], -i2RvLjusC, 5656900]
[unordered-list, [126.0, 1824.0, 771.0, 36.0], -i2RvLjusC, 5656900]
[unordered-list, [126.0, 1860.0, 771.0, 36.0], -i2RvLjusC, 5656900]
[unordered-list, [126.0, 1896.0, 771.0, 36.0], -i2RvLjusC, 5656900]
[sub-unordered-list, [915.0, 1724.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1742.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1760.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1778.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1796.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1814.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1832.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1850.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1868.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1886.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1904.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1922.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1940.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1958.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1976.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 1994.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 2012.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 2030.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 2048.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 2066.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[sub-unordered-list, [915.0, 2084.0, 738.0, 18.0], K-LD0kkBbd, 5656900]
[paragraph, [151.0, 1951.0, 723.0, 36.0], shoonya_1sIL1L4IRC8YI8, 5656900]
[paragraph, [151.0, 1987.0, 723.0, 36.0], shoonya_1sIL1L4IRC8YI8, 5656900]
[paragraph, [151.0, 2023.0, 723.0, 36.0], shoonya_1sIL1L4IRC8YI8, 5656900]
[paragraph, [151.0, 2059.0, 723.0, 36.0], shoonya_1sIL1L4IRC8YI8, 5656900]
[paragraph, [151.0, 2095.0, 723.0, 36.0], shoonya_1sIL1L4IRC8YI8, 5656900]
[paragraph, [151.0, 2131.0, 723.0, 36.0], shoonya_1sIL1L4IRC8YI8, 5656900]
[paragraph, [151.0, 2167.0, 723.0, 36.0], shoonya_1sIL1L4IRC8YI8, 5656900]
[paragraph, [151.0, 2203.0, 723.0, 36.0], shoonya_1sIL1L4IRC8YI8, 5656900]
[folio, [103.0, 2276.0, 364.0, 36.0], H6GQGOshHd, 5656900]
