[1388, 886]
[folio, [363.0, 28.0, 169.0, 18.0], fYWi8wbFX8, 5742252]
[paragraph, [451.0, 432.0, 390.0, 18.0], BOn3f_8El-, 5742252]
[paragraph, [451.0, 450.0, 390.0, 18.0], BOn3f_8El-, 5742252]
[paragraph, [451.0, 468.0, 390.0, 18.0], BOn3f_8El-, 5742252]
[paragraph, [14.0, 408.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 426.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 444.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 462.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 480.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 498.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 516.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 534.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 552.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 570.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 588.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 606.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [14.0, 624.0, 409.0, 18.0], a0QnlrDkax, 5742252]
[paragraph, [445.0, 535.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 553.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 571.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 589.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 607.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 625.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 643.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 661.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 679.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 697.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 715.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 733.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 751.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [445.0, 769.0, 358.0, 18.0], 2WlxQhODeM, 5742252]
[paragraph, [53.0, 679.0, 283.0, 18.0], kWxp4zH0Ij, 5742252]
[paragraph, [53.0, 697.0, 283.0, 18.0], kWxp4zH0Ij, 5742252]
[paragraph, [53.0, 715.0, 283.0, 18.0], kWxp4zH0Ij, 5742252]
[paragraph, [53.0, 733.0, 283.0, 18.0], kWxp4zH0Ij, 5742252]
[paragraph, [53.0, 751.0, 283.0, 18.0], kWxp4zH0Ij, 5742252]
[paragraph, [53.0, 769.0, 283.0, 18.0], kWxp4zH0Ij, 5742252]
[paragraph, [53.0, 787.0, 283.0, 18.0], kWxp4zH0Ij, 5742252]
[paragraph, [53.0, 805.0, 283.0, 18.0], kWxp4zH0Ij, 5742252]
[author, [566.0, 790.0, 282.0, 18.0], Jf9Ow2hOZ4, 5742252]
[section-title, [365.0, 868.0, 180.0, 30.0], HFc6DLOm7P, 5742252]
[sub-section-title, [381.0, 932.0, 129.0, 25.5], mPDhUVFZnH, 5742252]
[quote, [28.0, 993.0, 349.0, 18.0], mhXeVZCpuV, 5742252]
[quote, [28.0, 1011.0, 349.0, 18.0], mhXeVZCpuV, 5742252]
[quote, [28.0, 1029.0, 349.0, 18.0], mhXeVZCpuV, 5742252]
[paragraph, [442.0, 993.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1011.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1029.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1047.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1065.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1083.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1101.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1119.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1137.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1155.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1173.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1191.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1209.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1227.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1245.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1263.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[paragraph, [442.0, 1281.0, 411.0, 18.0], zXta3JRcHs, 5742252]
[quote, [26.0, 1066.0, 402.0, 18.0], 7TcLeBRvLO, 5742252]
[paragraph, [306.0, 1094.0, 121.0, 18.0], IkIxX0UnuV, 5742252]
[paragraph, [23.0, 1125.0, 401.0, 18.0], ehyR_1FLo6, 5742252]
[paragraph, [23.0, 1143.0, 401.0, 18.0], ehyR_1FLo6, 5742252]
[paragraph, [23.0, 1161.0, 401.0, 18.0], ehyR_1FLo6, 5742252]
[paragraph, [24.0, 1232.0, 402.0, 18.0], 508W9obhI7, 5742252]
[paragraph, [24.0, 1250.0, 402.0, 18.0], 508W9obhI7, 5742252]
[paragraph, [24.0, 1268.0, 402.0, 18.0], 508W9obhI7, 5742252]
[paragraph, [24.0, 1286.0, 402.0, 18.0], 508W9obhI7, 5742252]
[footnote, [215.0, 1323.0, 426.0, 18.0], gCkCjjK6mW, 5742252]
[footnote, [568.0, 1354.0, 269.0, 18.0], xkHL1DLslN, 5742252]
