[1337, 839]
[folio, [351.0, 79.0, 128.0, 18.0], shoonya_0sG3IBY2ASKNOC, 5770121]
[paragraph, [70.0, 1198.0, 354.0, 18.0], 0EQzjVVFwJ, 5770121]
[paragraph, [70.0, 1216.0, 354.0, 18.0], 0EQzjVVFwJ, 5770121]
[paragraph, [70.0, 1234.0, 354.0, 18.0], 0EQzjVVFwJ, 5770121]
[paragraph, [428.0, 137.0, 333.0, 18.0], I089o0xuue, 5770121]
[paragraph, [428.0, 155.0, 333.0, 18.0], I089o0xuue, 5770121]
[paragraph, [428.0, 173.0, 333.0, 18.0], I089o0xuue, 5770121]
[paragraph, [428.0, 191.0, 333.0, 18.0], I089o0xuue, 5770121]
[paragraph, [428.0, 209.0, 333.0, 18.0], I089o0xuue, 5770121]
[paragraph, [428.0, 227.0, 333.0, 18.0], I089o0xuue, 5770121]
[paragraph, [428.0, 245.0, 333.0, 18.0], I089o0xuue, 5770121]
[paragraph, [424.0, 266.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 284.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 302.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 320.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 338.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 356.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 374.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 392.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 410.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 428.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 446.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 464.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 482.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 500.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 518.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 536.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 554.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 572.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 590.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 608.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 626.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 644.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 662.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 680.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 698.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 716.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 734.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 752.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 770.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 788.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 806.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 824.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 842.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 860.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 878.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 896.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 914.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 932.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 950.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 968.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 986.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 1004.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 1022.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 1040.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 1058.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [424.0, 1076.0, 345.0, 18.0], 8SIb7Z896U, 5770121]
[paragraph, [422.0, 1095.0, 350.0, 18.0], 2in4czZUCo, 5770121]
[paragraph, [422.0, 1113.0, 350.0, 18.0], 2in4czZUCo, 5770121]
[paragraph, [422.0, 1131.0, 350.0, 18.0], 2in4czZUCo, 5770121]
[paragraph, [422.0, 1149.0, 350.0, 18.0], 2in4czZUCo, 5770121]
[paragraph, [422.0, 1167.0, 350.0, 18.0], 2in4czZUCo, 5770121]
[paragraph, [422.0, 1185.0, 350.0, 18.0], 2in4czZUCo, 5770121]
[paragraph, [422.0, 1203.0, 350.0, 18.0], 2in4czZUCo, 5770121]
[paragraph, [422.0, 1221.0, 350.0, 18.0], 2in4czZUCo, 5770121]
[paragraph, [422.0, 1239.0, 350.0, 18.0], 2in4czZUCo, 5770121]
