[1601, 1158]
[section-title, [183.0, 90.0, 786.0, 49.5], shoonya_4sOYGC6SGIYETH, 5695327]
[paragraph, [114.0, 1332.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1368.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1404.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [584.0, 580.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 616.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 652.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 688.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 724.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 760.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 796.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 832.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 868.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 904.0, 455.0, 36.0], shoonya_2sTMSOXLRMBIY3, 5695327]
[paragraph, [584.0, 947.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 983.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1019.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1055.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1091.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1127.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1163.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1199.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1235.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1271.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1307.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1343.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1379.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
[paragraph, [584.0, 1415.0, 454.0, 36.0], shoonya_1sMDCYPSAYNBA2, 5695327]
