[1337, 839]
[folio, [364.0, 76.0, 123.0, 18.0], shoonya_0sIX51AWXSQAPP, 5770623]
[paragraph, [99.0, 807.0, 227.0, 18.0], uJHt3xRtY7, 5770623]
[paragraph, [99.0, 825.0, 227.0, 18.0], uJHt3xRtY7, 5770623]
[paragraph, [77.0, 839.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 857.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 875.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 893.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 911.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 929.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 947.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 965.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 983.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1001.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1019.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1037.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1055.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1073.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1091.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1109.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1127.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1145.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1163.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1181.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1199.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1217.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1235.0, 346.0, 18.0], okdaHNszYP, 5770623]
[paragraph, [77.0, 1253.0, 346.0, 18.0], okdaHNszYP, 5770623]
