[1862, 1450]
[folio, [1119.0, 162.0, 136.0, 36.0], shoonya_11s4UKW7GO4OZX, 5771705]
[sidebar, [458.0, 981.0, 794.0, 36.0], shoonya_10s4AMZP637AXD, 5771705]
[paragraph, [190.0, 803.0, 257.0, 36.0], Iy3O1hmbsa, 5771705]
[paragraph, [188.0, 868.0, 263.0, 36.0], shoonya_6sNW04ZBMZDFGK, 5771705]
[paragraph, [188.0, 904.0, 263.0, 36.0], shoonya_6sNW04ZBMZDFGK, 5771705]
[paragraph, [188.0, 940.0, 263.0, 36.0], shoonya_6sNW04ZBMZDFGK, 5771705]
[paragraph, [188.0, 976.0, 263.0, 36.0], shoonya_6sNW04ZBMZDFGK, 5771705]
[paragraph, [188.0, 1012.0, 263.0, 36.0], shoonya_6sNW04ZBMZDFGK, 5771705]
[paragraph, [719.0, 1030.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1066.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1102.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1138.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1174.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1210.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1246.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1282.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1318.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [719.0, 1354.0, 569.0, 36.0], shoonya_1sHLYX5T66WBSH, 5771705]
[paragraph, [188.0, 1074.0, 530.0, 36.0], shoonya_9sKFTGF3GN2PA4, 5771705]
[paragraph, [188.0, 1110.0, 530.0, 36.0], shoonya_9sKFTGF3GN2PA4, 5771705]
[paragraph, [188.0, 1146.0, 530.0, 36.0], shoonya_9sKFTGF3GN2PA4, 5771705]
[paragraph, [188.0, 1182.0, 530.0, 36.0], shoonya_9sKFTGF3GN2PA4, 5771705]
[paragraph, [188.0, 1218.0, 530.0, 36.0], shoonya_9sKFTGF3GN2PA4, 5771705]
[paragraph, [184.0, 1314.0, 532.0, 36.0], shoonya_0s8Z44YA2A12T7, 5771705]
[paragraph, [184.0, 1350.0, 532.0, 36.0], shoonya_0s8Z44YA2A12T7, 5771705]
[paragraph, [184.0, 1386.0, 532.0, 36.0], shoonya_0s8Z44YA2A12T7, 5771705]
[paragraph, [184.0, 1422.0, 532.0, 36.0], shoonya_0s8Z44YA2A12T7, 5771705]
[paragraph, [184.0, 1458.0, 532.0, 36.0], shoonya_0s8Z44YA2A12T7, 5771705]
[paragraph, [184.0, 1494.0, 532.0, 36.0], shoonya_0s8Z44YA2A12T7, 5771705]
[paragraph, [184.0, 1530.0, 532.0, 36.0], shoonya_0s8Z44YA2A12T7, 5771705]
[paragraph, [184.0, 1566.0, 532.0, 36.0], shoonya_0s8Z44YA2A12T7, 5771705]
[paragraph, [736.0, 1414.0, 604.0, 36.0], shoonya_2s6DFC011VEU5Z, 5771705]
[paragraph, [736.0, 1450.0, 604.0, 36.0], shoonya_2s6DFC011VEU5Z, 5771705]
[paragraph, [736.0, 1486.0, 604.0, 36.0], shoonya_2s6DFC011VEU5Z, 5771705]
[paragraph, [736.0, 1522.0, 604.0, 36.0], shoonya_2s6DFC011VEU5Z, 5771705]
[paragraph, [736.0, 1558.0, 604.0, 36.0], shoonya_2s6DFC011VEU5Z, 5771705]
[folio, [136.0, 1733.0, 317.0, 36.0], wh55u6otTk, 5771705]
