[1818, 1374]
[folio, [431.0, 109.0, 563.0, 36.0], shoonya_2sEGP9ZZ02DUEP, 5682017]
[paragraph, [112.0, 1403.0, 567.0, 36.0], shoonya_0s6E7W04L9LKFB, 5682017]
[paragraph, [112.0, 1439.0, 567.0, 36.0], shoonya_0s6E7W04L9LKFB, 5682017]
[paragraph, [112.0, 1475.0, 567.0, 36.0], shoonya_0s6E7W04L9LKFB, 5682017]
[paragraph, [112.0, 1511.0, 567.0, 36.0], shoonya_0s6E7W04L9LKFB, 5682017]
[paragraph, [112.0, 1547.0, 567.0, 36.0], shoonya_0s6E7W04L9LKFB, 5682017]
[paragraph, [112.0, 1583.0, 567.0, 36.0], shoonya_0s6E7W04L9LKFB, 5682017]
[paragraph, [687.0, 180.0, 574.0, 36.0], ICMHoQ36Ko, 5682017]
[paragraph, [687.0, 216.0, 574.0, 36.0], ICMHoQ36Ko, 5682017]
[paragraph, [687.0, 252.0, 574.0, 36.0], ICMHoQ36Ko, 5682017]
[paragraph, [687.0, 288.0, 574.0, 36.0], ICMHoQ36Ko, 5682017]
[paragraph, [687.0, 324.0, 574.0, 36.0], ICMHoQ36Ko, 5682017]
[paragraph, [687.0, 360.0, 574.0, 36.0], ICMHoQ36Ko, 5682017]
[paragraph, [687.0, 396.0, 574.0, 36.0], ICMHoQ36Ko, 5682017]
[paragraph, [705.0, 445.0, 211.0, 36.0], aS2DAk14eu, 5682017]
[paragraph, [705.0, 496.0, 564.0, 36.0], 4dZcYHYhGw, 5682017]
[paragraph, [705.0, 532.0, 564.0, 36.0], 4dZcYHYhGw, 5682017]
[paragraph, [705.0, 568.0, 564.0, 36.0], 4dZcYHYhGw, 5682017]
[paragraph, [705.0, 604.0, 564.0, 36.0], 4dZcYHYhGw, 5682017]
[paragraph, [705.0, 640.0, 564.0, 36.0], 4dZcYHYhGw, 5682017]
[paragraph, [705.0, 676.0, 564.0, 36.0], 4dZcYHYhGw, 5682017]
[paragraph, [705.0, 712.0, 564.0, 36.0], 4dZcYHYhGw, 5682017]
[paragraph, [705.0, 791.0, 567.0, 36.0], 0cpVJmpT_A, 5682017]
[paragraph, [705.0, 827.0, 567.0, 36.0], 0cpVJmpT_A, 5682017]
[paragraph, [703.0, 882.0, 565.0, 36.0], XyQOEn-M5b, 5682017]
[paragraph, [703.0, 918.0, 565.0, 36.0], XyQOEn-M5b, 5682017]
[paragraph, [706.0, 970.0, 558.0, 36.0], PJZSQXN5dh, 5682017]
[paragraph, [706.0, 1006.0, 558.0, 36.0], PJZSQXN5dh, 5682017]
[paragraph, [706.0, 1042.0, 558.0, 36.0], PJZSQXN5dh, 5682017]
[paragraph, [705.0, 1107.0, 564.0, 36.0], s_RL9BVm98, 5682017]
[paragraph, [705.0, 1143.0, 564.0, 36.0], s_RL9BVm98, 5682017]
[paragraph, [705.0, 1179.0, 564.0, 36.0], s_RL9BVm98, 5682017]
[paragraph, [705.0, 1215.0, 564.0, 36.0], s_RL9BVm98, 5682017]
[paragraph, [705.0, 1251.0, 564.0, 36.0], s_RL9BVm98, 5682017]
[paragraph, [703.0, 1327.0, 565.0, 36.0], kIj25_RXIp, 5682017]
[paragraph, [703.0, 1363.0, 565.0, 36.0], kIj25_RXIp, 5682017]
[paragraph, [705.0, 1415.0, 560.0, 36.0], lzJcnZN4Ws, 5682017]
[paragraph, [705.0, 1451.0, 560.0, 36.0], lzJcnZN4Ws, 5682017]
[paragraph, [705.0, 1487.0, 560.0, 36.0], lzJcnZN4Ws, 5682017]
[paragraph, [705.0, 1523.0, 560.0, 36.0], lzJcnZN4Ws, 5682017]
[paragraph, [705.0, 1559.0, 560.0, 36.0], lzJcnZN4Ws, 5682017]
[paragraph, [107.0, 1627.0, 574.0, 36.0], shoonya_1sT9WNOC9Q3KB9, 5682017]
[paragraph, [107.0, 1663.0, 574.0, 36.0], shoonya_1sT9WNOC9Q3KB9, 5682017]
[paragraph, [705.0, 1627.0, 560.0, 36.0], wFKiXhksIG, 5682017]
[paragraph, [705.0, 1663.0, 560.0, 36.0], wFKiXhksIG, 5682017]
