[1625, 1211]
[section-title, [528.0, 186.0, 594.0, 49.5], l4TmEG4eLw, 5742077]
[paragraph, [69.0, 1299.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1335.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1371.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1407.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1443.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[section-title, [803.0, 1150.0, 352.0, 49.5], CE6ieYPRU_, 5742077]
[paragraph, [808.0, 1245.0, 303.0, 36.0], bRVd8AErBb, 5742077]
[paragraph, [808.0, 1281.0, 303.0, 36.0], bRVd8AErBb, 5742077]
[paragraph, [808.0, 1317.0, 303.0, 36.0], bRVd8AErBb, 5742077]
[paragraph, [808.0, 1353.0, 303.0, 36.0], bRVd8AErBb, 5742077]
[paragraph, [808.0, 1413.0, 345.0, 36.0], b_GBdkSiNb, 5742077]
[paragraph, [808.0, 1449.0, 345.0, 36.0], b_GBdkSiNb, 5742077]
[paragraph, [443.0, 1423.0, 340.0, 36.0], PFYvdN2xl6, 5742077]
[folio, [803.0, 1526.0, 130.0, 36.0], rRZYrCyaky, 5742077]
[folio, [442.0, 1528.0, 113.0, 36.0], H4Ei49NkiX, 5742077]
