[1388, 886]
[folio, [289.0, 97.0, 275.0, 18.0], shoonya_2s28XZFLLWNT6Z, 5742984]
[paragraph, [453.0, 830.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 848.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 866.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 884.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 902.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 920.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 938.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 956.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 974.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 992.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1010.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1028.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1046.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1064.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1082.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1100.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1118.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1136.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1154.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1172.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1190.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1208.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1226.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1244.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 1262.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [31.0, 900.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 918.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 936.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 954.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 972.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 990.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1008.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1026.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1044.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1062.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1080.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1098.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1116.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1134.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1152.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1170.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1188.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1206.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1224.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1242.0, 407.0, 18.0], xhII12G4wA, 5742984]
[paragraph, [31.0, 1260.0, 407.0, 18.0], xhII12G4wA, 5742984]
[footnote, [573.0, 1348.0, 260.0, 18.0], Yqlob2s3cT, 5742984]
