[1468, 909]
[folio, [377.0, 72.0, 191.0, 18.0], pcMDOynrvk, 5770052]
[paragraph, [76.0, 1227.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1245.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1263.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1281.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1299.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1317.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1335.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1353.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [462.0, 1333.0, 396.0, 18.0], 8--Z2ELFuv, 5770052]
[paragraph, [462.0, 1351.0, 396.0, 18.0], 8--Z2ELFuv, 5770052]
[paragraph, [462.0, 1369.0, 396.0, 18.0], 8--Z2ELFuv, 5770052]
