[1320, 1176]
[section-title, [339.0, 185.0, 455.0, 30.0], jSM1FQuoA-, 5693952]
[paragraph, [418.0, 880.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 898.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 916.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 934.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 952.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 970.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 988.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 1006.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 1024.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 1042.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 1060.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 1078.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [76.0, 920.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [76.0, 938.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [76.0, 956.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [76.0, 974.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [76.0, 992.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [76.0, 1010.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [76.0, 1028.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [76.0, 1046.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [76.0, 1064.0, 324.0, 18.0], shoonya_4sHF96EZH2DZCW, 5693952]
[paragraph, [75.0, 1091.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [75.0, 1109.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [75.0, 1127.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [75.0, 1145.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [75.0, 1163.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [75.0, 1181.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [75.0, 1199.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [75.0, 1217.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [75.0, 1235.0, 324.0, 18.0], 301rIZ-Kgq, 5693952]
[paragraph, [415.0, 1122.0, 325.0, 18.0], shoonya_2sHYA1R4QR0MB0, 5693952]
[paragraph, [415.0, 1140.0, 325.0, 18.0], shoonya_2sHYA1R4QR0MB0, 5693952]
[paragraph, [415.0, 1158.0, 325.0, 18.0], shoonya_2sHYA1R4QR0MB0, 5693952]
[paragraph, [415.0, 1176.0, 325.0, 18.0], shoonya_2sHYA1R4QR0MB0, 5693952]
[paragraph, [415.0, 1194.0, 325.0, 18.0], shoonya_2sHYA1R4QR0MB0, 5693952]
[paragraph, [415.0, 1212.0, 325.0, 18.0], shoonya_2sHYA1R4QR0MB0, 5693952]
[paragraph, [415.0, 1230.0, 325.0, 18.0], shoonya_2sHYA1R4QR0MB0, 5693952]
[paragraph, [755.0, 1148.0, 328.0, 18.0], shoonya_1sAP78F11PF95G, 5693952]
[paragraph, [755.0, 1166.0, 328.0, 18.0], shoonya_1sAP78F11PF95G, 5693952]
[paragraph, [755.0, 1184.0, 328.0, 18.0], shoonya_1sAP78F11PF95G, 5693952]
[paragraph, [755.0, 1202.0, 328.0, 18.0], shoonya_1sAP78F11PF95G, 5693952]
[paragraph, [755.0, 1220.0, 328.0, 18.0], shoonya_1sAP78F11PF95G, 5693952]
[paragraph, [755.0, 1238.0, 328.0, 18.0], shoonya_1sAP78F11PF95G, 5693952]
