[1625, 1211]
[paragraph, [796.0, 84.0, 340.0, 36.0], _O-DyBf1A7, 5742820]
[paragraph, [69.0, 512.0, 355.0, 36.0], ZAvI3yeg9s, 5742820]
[paragraph, [69.0, 548.0, 355.0, 36.0], ZAvI3yeg9s, 5742820]
[paragraph, [69.0, 584.0, 355.0, 36.0], ZAvI3yeg9s, 5742820]
[paragraph, [69.0, 620.0, 355.0, 36.0], ZAvI3yeg9s, 5742820]
[paragraph, [69.0, 656.0, 355.0, 36.0], ZAvI3yeg9s, 5742820]
[paragraph, [69.0, 692.0, 355.0, 36.0], ZAvI3yeg9s, 5742820]
[paragraph, [69.0, 728.0, 355.0, 36.0], ZAvI3yeg9s, 5742820]
[paragraph, [431.0, 328.0, 349.0, 36.0], xkxASoB3yV, 5742820]
[paragraph, [431.0, 364.0, 349.0, 36.0], xkxASoB3yV, 5742820]
[paragraph, [431.0, 400.0, 349.0, 36.0], xkxASoB3yV, 5742820]
[paragraph, [431.0, 436.0, 349.0, 36.0], xkxASoB3yV, 5742820]
[paragraph, [431.0, 472.0, 349.0, 36.0], xkxASoB3yV, 5742820]
[paragraph, [431.0, 508.0, 349.0, 36.0], xkxASoB3yV, 5742820]
[paragraph, [431.0, 544.0, 349.0, 36.0], xkxASoB3yV, 5742820]
[paragraph, [432.0, 643.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 679.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 715.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 751.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 787.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 823.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 859.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 895.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 931.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 967.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1003.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1039.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1075.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1111.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1147.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1183.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1219.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1255.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1291.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [432.0, 1327.0, 349.0, 36.0], vRTC3Jq1zc, 5742820]
[paragraph, [71.0, 805.0, 345.0, 36.0], DFYW-Z6hak, 5742820]
[paragraph, [71.0, 841.0, 345.0, 36.0], DFYW-Z6hak, 5742820]
[paragraph, [71.0, 877.0, 345.0, 36.0], DFYW-Z6hak, 5742820]
[paragraph, [74.0, 958.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 994.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1030.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1066.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1102.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1138.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1174.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1210.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1246.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1282.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1318.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1354.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1390.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [74.0, 1426.0, 340.0, 36.0], _CpoY18VYE, 5742820]
[paragraph, [796.0, 1004.0, 337.0, 36.0], qp_KRp2ram, 5742820]
[paragraph, [796.0, 1040.0, 337.0, 36.0], qp_KRp2ram, 5742820]
[paragraph, [796.0, 1076.0, 337.0, 36.0], qp_KRp2ram, 5742820]
[paragraph, [796.0, 1112.0, 337.0, 36.0], qp_KRp2ram, 5742820]
[paragraph, [796.0, 1148.0, 337.0, 36.0], qp_KRp2ram, 5742820]
[paragraph, [796.0, 1184.0, 337.0, 36.0], qp_KRp2ram, 5742820]
[paragraph, [793.0, 1273.0, 331.0, 36.0], dvv7QwVLDU, 5742820]
[paragraph, [793.0, 1309.0, 331.0, 36.0], dvv7QwVLDU, 5742820]
[paragraph, [432.0, 1385.0, 337.0, 36.0], BbD1DuM1zy, 5742820]
[paragraph, [432.0, 1421.0, 337.0, 36.0], BbD1DuM1zy, 5742820]
[paragraph, [791.0, 1387.0, 342.0, 36.0], bYSCYrXXYD, 5742820]
[paragraph, [791.0, 1423.0, 342.0, 36.0], bYSCYrXXYD, 5742820]
