[1365, 829]
[folio, [83.0, 57.0, 129.0, 18.0], shoonya_0sWBKW4JIVD41Y, 5781767]
[ordered-list, [75.0, 1025.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1043.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1061.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1079.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1097.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1115.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1133.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1151.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1169.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1187.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1205.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1223.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[sub-ordered-list, [79.0, 405.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 423.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 441.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 459.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 477.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 495.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 513.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 531.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 549.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 567.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 585.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 603.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 621.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 639.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 657.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 675.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 693.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 711.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 729.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 747.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 765.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 783.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 801.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 819.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 837.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [79.0, 855.0, 676.0, 18.0], zkB6G51vHy, 5781767]
[sub-ordered-list, [82.0, 899.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 917.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 935.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 953.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 971.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 989.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1007.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1025.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1043.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1061.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1079.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1097.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1115.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1133.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1151.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1169.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1187.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1205.0, 664.0, 18.0], jXlnmw2byI, 5781767]
[sub-ordered-list, [82.0, 1223.0, 664.0, 18.0], jXlnmw2byI, 5781767]
