[1162, 749]
[folio, [307.0, 75.0, 128.0, 18.0], shoonya_4s10HTHUJE5EIZ, 5699517]
[paragraph, [79.0, 788.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 806.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 824.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 842.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 860.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 878.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 896.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 914.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 932.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 950.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 968.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 986.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 1004.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 1022.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 1040.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 1058.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
[paragraph, [79.0, 1076.0, 593.0, 18.0], shoonya_0s1L8LEPMNRSJL, 5699517]
