[1806, 1262]
[folio, [847.0, 110.0, 214.0, 36.0], NTu8ASQhl_, 5681750]
[paragraph, [643.0, 1525.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1561.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1597.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1633.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [643.0, 1669.0, 496.0, 36.0], shoonya_0sYSOV8CZF2NYF, 5681750]
[paragraph, [101.0, 1370.0, 489.0, 36.0], shoonya_7s7VAMYOGKUP27, 5681750]
[paragraph, [101.0, 1406.0, 489.0, 36.0], shoonya_7s7VAMYOGKUP27, 5681750]
[paragraph, [103.0, 1484.0, 488.0, 36.0], shoonya_6sMBA7YD09VXXS, 5681750]
[paragraph, [103.0, 1520.0, 488.0, 36.0], shoonya_6sMBA7YD09VXXS, 5681750]
[paragraph, [103.0, 1556.0, 488.0, 36.0], shoonya_6sMBA7YD09VXXS, 5681750]
[paragraph, [103.0, 1592.0, 488.0, 36.0], shoonya_6sMBA7YD09VXXS, 5681750]
[paragraph, [103.0, 1628.0, 488.0, 36.0], shoonya_6sMBA7YD09VXXS, 5681750]
[paragraph, [103.0, 1664.0, 488.0, 36.0], shoonya_6sMBA7YD09VXXS, 5681750]
