[1818, 1374]
[folio, [639.0, 105.0, 84.0, 36.0], shoonya_0sADEPK6E5ZRQ6, 5682156]
[paragraph, [104.0, 1112.0, 570.0, 36.0], nJoDDTXeaO, 5682156]
[paragraph, [104.0, 1148.0, 570.0, 36.0], nJoDDTXeaO, 5682156]
[paragraph, [104.0, 1184.0, 570.0, 36.0], nJoDDTXeaO, 5682156]
[paragraph, [697.0, 1121.0, 571.0, 36.0], bZG-i-TDlA, 5682156]
[paragraph, [697.0, 1157.0, 571.0, 36.0], bZG-i-TDlA, 5682156]
[paragraph, [697.0, 1193.0, 571.0, 36.0], bZG-i-TDlA, 5682156]
[paragraph, [697.0, 1229.0, 571.0, 36.0], bZG-i-TDlA, 5682156]
[paragraph, [697.0, 1265.0, 571.0, 36.0], bZG-i-TDlA, 5682156]
[paragraph, [697.0, 1301.0, 571.0, 36.0], bZG-i-TDlA, 5682156]
[paragraph, [106.0, 1246.0, 570.0, 36.0], gL1DolQA6E, 5682156]
[paragraph, [106.0, 1282.0, 570.0, 36.0], gL1DolQA6E, 5682156]
[paragraph, [106.0, 1318.0, 570.0, 36.0], gL1DolQA6E, 5682156]
[paragraph, [697.0, 1373.0, 568.0, 36.0], GKE_lAYpc9, 5682156]
[paragraph, [697.0, 1409.0, 568.0, 36.0], GKE_lAYpc9, 5682156]
[paragraph, [106.0, 1376.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [106.0, 1412.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [106.0, 1448.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [106.0, 1484.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [106.0, 1520.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [106.0, 1556.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [106.0, 1592.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [106.0, 1628.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [106.0, 1664.0, 571.0, 36.0], afin31zfet, 5682156]
[paragraph, [695.0, 1460.0, 573.0, 36.0], 5NzKjNWF7R, 5682156]
[paragraph, [695.0, 1496.0, 573.0, 36.0], 5NzKjNWF7R, 5682156]
[paragraph, [695.0, 1532.0, 573.0, 36.0], 5NzKjNWF7R, 5682156]
[paragraph, [695.0, 1568.0, 573.0, 36.0], 5NzKjNWF7R, 5682156]
[paragraph, [695.0, 1604.0, 573.0, 36.0], 5NzKjNWF7R, 5682156]
[paragraph, [695.0, 1640.0, 573.0, 36.0], 5NzKjNWF7R, 5682156]
[paragraph, [695.0, 1676.0, 573.0, 36.0], 5NzKjNWF7R, 5682156]
