[5500, 3644]
[folio, [2796.0, 505.0, 268.0, 52.5], mhyf-Z5iff, 5709615]
[paragraph, [403.0, 3910.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 3963.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4015.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4068.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4120.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4173.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4225.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4278.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4330.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4383.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4435.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4488.0, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [403.0, 4540.5, 2636.0, 52.5], shoonya_1s1KTOMYF2108T, 5709615]
[paragraph, [441.0, 4593.0, 2655.0, 52.5], jdLCN1mkxR, 5709615]
[paragraph, [441.0, 4645.5, 2655.0, 52.5], jdLCN1mkxR, 5709615]
[paragraph, [441.0, 4698.0, 2655.0, 52.5], jdLCN1mkxR, 5709615]
[paragraph, [441.0, 4750.5, 2655.0, 52.5], jdLCN1mkxR, 5709615]
[paragraph, [441.0, 4803.0, 2655.0, 52.5], jdLCN1mkxR, 5709615]
[paragraph, [441.0, 4855.5, 2655.0, 52.5], jdLCN1mkxR, 5709615]
