[792, 612]
[paragraph, [51.0, 89.0, 149.0, 18.0], dAJdnUb-Jx, 6515548]
[paragraph, [409.0, 527.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 545.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 563.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [409.0, 581.0, 151.0, 18.0], ylAsEOtoHE, 6515548]
[paragraph, [228.0, 365.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 383.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 401.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 419.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 437.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 455.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 473.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 491.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 509.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 527.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 545.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 563.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 581.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 599.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 617.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 635.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 653.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [228.0, 671.0, 153.0, 18.0], 93XiCLzD-C, 6515548]
[paragraph, [401.0, 620.0, 161.0, 18.0], suRPWyB131, 6515548]
[paragraph, [401.0, 638.0, 161.0, 18.0], suRPWyB131, 6515548]
[paragraph, [401.0, 656.0, 161.0, 18.0], suRPWyB131, 6515548]
[paragraph, [401.0, 674.0, 161.0, 18.0], suRPWyB131, 6515548]
