[1625, 1211]
[paragraph, [437.0, 75.0, 346.0, 36.0], shoonya_2sIDCDAE79WMBD, 5742109]
[paragraph, [428.0, 1182.0, 333.0, 36.0], _ar2_wU0Tf, 5742109]
[paragraph, [428.0, 1218.0, 333.0, 36.0], _ar2_wU0Tf, 5742109]
[paragraph, [428.0, 1254.0, 333.0, 36.0], _ar2_wU0Tf, 5742109]
[paragraph, [428.0, 1290.0, 333.0, 36.0], _ar2_wU0Tf, 5742109]
[paragraph, [428.0, 1326.0, 333.0, 36.0], _ar2_wU0Tf, 5742109]
[paragraph, [428.0, 1362.0, 333.0, 36.0], _ar2_wU0Tf, 5742109]
[paragraph, [428.0, 1398.0, 333.0, 36.0], _ar2_wU0Tf, 5742109]
[paragraph, [778.0, 1126.0, 348.0, 36.0], fUFAwpND0q, 5742109]
[paragraph, [778.0, 1162.0, 348.0, 36.0], fUFAwpND0q, 5742109]
[paragraph, [778.0, 1198.0, 348.0, 36.0], fUFAwpND0q, 5742109]
[paragraph, [778.0, 1234.0, 348.0, 36.0], fUFAwpND0q, 5742109]
[paragraph, [778.0, 1270.0, 348.0, 36.0], fUFAwpND0q, 5742109]
[paragraph, [778.0, 1306.0, 348.0, 36.0], fUFAwpND0q, 5742109]
[paragraph, [72.0, 1367.0, 337.0, 36.0], 7_vnYpb1HA, 5742109]
[paragraph, [72.0, 1403.0, 337.0, 36.0], 7_vnYpb1HA, 5742109]
[paragraph, [785.0, 1382.0, 340.0, 36.0], shoonya_4sKU30JZ59S5XO, 5742109]
[paragraph, [785.0, 1418.0, 340.0, 36.0], shoonya_4sKU30JZ59S5XO, 5742109]
[footnote, [741.0, 1572.0, 390.0, 36.0], fH-jCiAHA3, 5742109]
