[1518, 1075]
[paragraph, [557.0, 147.0, 428.0, 36.0], shoonya_1s0DFSCJ4RXYPL, 5722573]
[paragraph, [556.0, 676.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 712.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 748.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 784.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 820.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 856.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 892.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 928.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 964.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1000.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1036.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1072.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1108.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1144.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1180.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1216.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1252.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[paragraph, [556.0, 1288.0, 430.0, 36.0], shoonya_0sUINRQDZF2KSE, 5722573]
[sub-headline, [165.0, 1182.0, 358.0, 36.0], shoonya_5s28Z8TZ6KMMDT, 5722573]
[paragraph, [115.0, 1236.0, 425.0, 36.0], shoonya_4sAZHMG44WUGPT, 5722573]
[paragraph, [115.0, 1272.0, 425.0, 36.0], shoonya_4sAZHMG44WUGPT, 5722573]
[paragraph, [115.0, 1308.0, 425.0, 36.0], shoonya_4sAZHMG44WUGPT, 5722573]
[folio, [252.0, 1348.0, 594.0, 36.0], BPU1q2RT_c, 5722573]
[folio, [192.0, 1382.0, 312.0, 36.0], Tfe9HLM9t_, 5722573]
