[1437, 878]
[headline, [69.0, 73.0, 204.0, 25.5], shoonya_0sPP92NTLKZFJM, 5770722]
[paragraph, [81.0, 564.0, 357.0, 18.0], shoonya_1s8BYX29FKYMY3, 5770722]
[paragraph, [81.0, 582.0, 357.0, 18.0], shoonya_1s8BYX29FKYMY3, 5770722]
[paragraph, [81.0, 600.0, 357.0, 18.0], shoonya_1s8BYX29FKYMY3, 5770722]
[paragraph, [81.0, 618.0, 357.0, 18.0], shoonya_1s8BYX29FKYMY3, 5770722]
[paragraph, [80.0, 632.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 650.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 668.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 686.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 704.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 722.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 740.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 758.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 776.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 794.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 812.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 830.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [80.0, 848.0, 343.0, 18.0], Ag9fDi21bf, 5770722]
[paragraph, [448.0, 672.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 690.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 708.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 726.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 744.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 762.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 780.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 798.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 816.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 834.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 852.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 870.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 888.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 906.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 924.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 942.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 960.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 978.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 996.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1014.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1032.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1050.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1068.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1086.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1104.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1122.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1140.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1158.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1176.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [448.0, 1194.0, 358.0, 18.0], ewzvCXJUQz, 5770722]
[paragraph, [92.0, 884.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 902.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 920.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 938.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 956.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 974.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 992.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1010.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1028.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1046.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1064.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1082.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1100.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1118.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1136.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1154.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1172.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1190.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1208.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1226.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1244.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1262.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1280.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1298.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1316.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1334.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [92.0, 1352.0, 357.0, 18.0], V77EWI5-Ec, 5770722]
[paragraph, [455.0, 1215.0, 353.0, 18.0], _VO_0EP3ew, 5770722]
[paragraph, [455.0, 1233.0, 353.0, 18.0], _VO_0EP3ew, 5770722]
[paragraph, [455.0, 1251.0, 353.0, 18.0], _VO_0EP3ew, 5770722]
[paragraph, [455.0, 1269.0, 353.0, 18.0], _VO_0EP3ew, 5770722]
[paragraph, [455.0, 1287.0, 353.0, 18.0], _VO_0EP3ew, 5770722]
[paragraph, [455.0, 1305.0, 353.0, 18.0], _VO_0EP3ew, 5770722]
[paragraph, [455.0, 1323.0, 353.0, 18.0], _VO_0EP3ew, 5770722]
[paragraph, [455.0, 1341.0, 353.0, 18.0], _VO_0EP3ew, 5770722]
