[1806, 1262]
[folio, [159.0, 99.0, 511.0, 36.0], shoonya_6s4V8K9A2U4MZF, 5681074]
[paragraph, [643.0, 1525.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1561.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1597.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1633.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [643.0, 1669.0, 497.0, 36.0], shoonya_4s5NZ2XX9X76YF, 5681074]
[paragraph, [100.0, 1305.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1341.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1377.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1413.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1449.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1485.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1521.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1557.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1593.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1629.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
[paragraph, [100.0, 1665.0, 512.0, 36.0], shoonya_3s68W1TPJGP7Y1, 5681074]
