[1388, 886]
[folio, [31.0, 44.0, 170.0, 18.0], aQew2jsSLc, 5742071]
[paragraph, [36.0, 928.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 946.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 964.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 982.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1000.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1018.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1036.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1054.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1072.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1090.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1108.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1126.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1144.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1162.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1180.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1198.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1216.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1234.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1252.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1270.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1288.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [36.0, 1306.0, 399.0, 18.0], CLXoRCyhZh, 5742071]
[paragraph, [451.0, 102.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 120.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 138.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 156.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 174.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 192.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 210.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 228.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 246.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 264.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 282.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 300.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 318.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 336.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 354.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 372.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 390.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 408.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 426.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 444.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 462.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 480.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 498.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 516.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 534.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 552.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 570.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 588.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 606.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 624.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 642.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 660.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 678.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 696.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 714.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 732.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 750.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 768.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 786.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 804.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 822.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 840.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 858.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 876.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 894.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 912.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 930.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 948.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 966.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 984.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1002.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1020.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1038.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1056.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1074.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1092.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1110.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1128.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1146.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1164.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1182.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1200.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1218.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1236.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1254.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1272.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1290.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[paragraph, [451.0, 1308.0, 398.0, 18.0], shoonya_0sRM4AC8YNPOBM, 5742071]
[footnote, [569.0, 1350.0, 282.0, 18.0], z1NRatgj3t, 5742071]
