[792, 612]
[chapter-title, [107.0, 136.0, 46.0, 30.0], 7xH_TLo668, 5720628]
[paragraph, [235.0, 518.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 536.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 554.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 572.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 590.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 608.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 626.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 644.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[paragraph, [235.0, 662.0, 274.0, 18.0], shoonya_0s5BRL96GUDCZR, 5720628]
[unordered-list, [107.0, 315.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 333.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 351.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 369.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 387.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 405.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 423.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 441.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 459.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 477.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 495.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 513.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 531.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 549.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 567.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 585.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 603.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 621.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
[unordered-list, [107.0, 639.0, 125.0, 18.0], shoonya_1sA6MCYPH394JQ, 5720628]
