[1337, 839]
[folio, [346.0, 76.0, 122.0, 18.0], shoonya_0s27UPQFG2HG7D, 5770560]
[paragraph, [424.0, 680.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 698.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 716.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 734.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 752.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 770.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 788.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 806.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 824.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 842.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 860.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 878.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 896.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 914.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 932.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 950.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [424.0, 968.0, 351.0, 18.0], lkXsGMFJV-, 5770560]
[paragraph, [114.0, 908.0, 307.0, 18.0], PK7OHkTYgl, 5770560]
[paragraph, [114.0, 926.0, 307.0, 18.0], PK7OHkTYgl, 5770560]
[paragraph, [114.0, 944.0, 307.0, 18.0], PK7OHkTYgl, 5770560]
[paragraph, [114.0, 962.0, 307.0, 18.0], PK7OHkTYgl, 5770560]
[paragraph, [114.0, 980.0, 307.0, 18.0], PK7OHkTYgl, 5770560]
[paragraph, [114.0, 998.0, 307.0, 18.0], PK7OHkTYgl, 5770560]
[paragraph, [430.0, 983.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1001.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1019.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1037.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1055.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1073.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1091.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1109.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1127.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1145.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1163.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1181.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1199.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [430.0, 1217.0, 342.0, 18.0], IFIPdnL1xT, 5770560]
[paragraph, [87.0, 1008.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1026.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1044.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1062.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1080.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1098.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1116.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1134.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1152.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1170.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [87.0, 1188.0, 334.0, 18.0], Ra-H7GggUg, 5770560]
[paragraph, [109.0, 1216.0, 314.0, 18.0], ntZhh49DmE, 5770560]
