[1238, 765]
[headline, [315.0, 79.0, 184.0, 25.5], kWS7KxAt4c, 5770151]
[paragraph, [69.0, 855.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 873.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 891.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 909.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 927.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 945.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 963.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 981.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 999.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 1017.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 1035.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [69.0, 1053.0, 308.0, 18.0], 5Vt9R9tlQt, 5770151]
[paragraph, [384.0, 750.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 768.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 786.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 804.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 822.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 840.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 858.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 876.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 894.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 912.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 930.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 948.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 966.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 984.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 1002.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 1020.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[paragraph, [384.0, 1038.0, 305.0, 18.0], Ne9IM6aHGq, 5770151]
[section-title, [383.0, 1057.0, 148.0, 30.0], FK47HPwPWr, 5770151]
[paragraph, [378.0, 1083.0, 316.0, 18.0], shoonya_0s7SMT6I5RV4GL, 5770151]
[paragraph, [378.0, 1101.0, 316.0, 18.0], shoonya_0s7SMT6I5RV4GL, 5770151]
[paragraph, [378.0, 1119.0, 316.0, 18.0], shoonya_0s7SMT6I5RV4GL, 5770151]
[paragraph, [378.0, 1137.0, 316.0, 18.0], shoonya_0s7SMT6I5RV4GL, 5770151]
[paragraph, [65.0, 1085.0, 317.0, 18.0], 2AmHNtKJ0F, 5770151]
[paragraph, [65.0, 1103.0, 317.0, 18.0], 2AmHNtKJ0F, 5770151]
[paragraph, [65.0, 1121.0, 317.0, 18.0], 2AmHNtKJ0F, 5770151]
[paragraph, [65.0, 1139.0, 317.0, 18.0], 2AmHNtKJ0F, 5770151]
