[1298, 853]
[section-title, [335.0, 67.0, 192.0, 30.0], shoonya_2sY7MXVOD03FM4, 5710160]
[paragraph, [50.0, 709.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 727.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [50.0, 745.0, 761.0, 18.0], shoonya_1sI0HWVOBD4RN8, 5710160]
[paragraph, [53.0, 770.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 788.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 806.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 824.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 842.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 860.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 878.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 896.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 914.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 932.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 950.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 968.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 986.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1004.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1022.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1040.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1058.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1076.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1094.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1112.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1130.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1148.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1166.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1184.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
[paragraph, [53.0, 1202.0, 762.0, 18.0], shoonya_0s4VLY0Z9Z69K7, 5710160]
