[872, 605]
[ordered-list, [300.0, 62.0, 274.0, 18.0], Kk_xKK4Hhq, 6457462]
[ordered-list, [34.0, 599.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 617.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 635.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 653.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 671.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 689.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 707.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 725.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 743.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[ordered-list, [34.0, 761.0, 267.0, 18.0], Dy-8hkftmn, 6457462]
[paragraph, [36.0, 788.0, 220.0, 18.0], x_WcedluG6, 6457462]
[reference, [46.0, 814.0, 250.0, 18.0], TpPHPO301L, 6457462]
