[5500, 3644]
[folio, [2810.0, 473.0, 273.0, 52.5], E8Mdf5yEJS, 5709673]
[quote, [400.0, 2444.5, 2710.0, 52.5], 22_pBIse9e, 5709673]
[quote, [400.0, 2497.0, 2710.0, 52.5], 22_pBIse9e, 5709673]
[quote, [400.0, 2549.5, 2710.0, 52.5], 22_pBIse9e, 5709673]
[quote, [396.0, 2638.0, 2742.0, 52.5], VTZgYpiNhE, 5709673]
[quote, [396.0, 2690.5, 2742.0, 52.5], VTZgYpiNhE, 5709673]
[quote, [396.0, 2743.0, 2742.0, 52.5], VTZgYpiNhE, 5709673]
[quote, [396.0, 2795.5, 2742.0, 52.5], VTZgYpiNhE, 5709673]
[quote, [396.0, 2848.0, 2742.0, 52.5], VTZgYpiNhE, 5709673]
[quote, [396.0, 2900.5, 2742.0, 52.5], VTZgYpiNhE, 5709673]
[quote, [396.0, 2953.0, 2742.0, 52.5], VTZgYpiNhE, 5709673]
[paragraph, [491.0, 3014.0, 1402.0, 52.5], 2raAIJb-gg, 5709673]
[paragraph, [491.0, 3066.5, 1402.0, 52.5], 2raAIJb-gg, 5709673]
[quote, [428.0, 3166.0, 2637.0, 52.5], b0aC5FPL3o, 5709673]
[quote, [428.0, 3218.5, 2637.0, 52.5], b0aC5FPL3o, 5709673]
[paragraph, [419.0, 3294.0, 2628.0, 52.5], hnCvGH5IKC, 5709673]
[paragraph, [419.0, 3346.5, 2628.0, 52.5], hnCvGH5IKC, 5709673]
[quote, [428.0, 3422.0, 2614.0, 52.5], 4n5RCy9nu1, 5709673]
[quote, [428.0, 3474.5, 2614.0, 52.5], 4n5RCy9nu1, 5709673]
[quote, [428.0, 3527.0, 2614.0, 52.5], 4n5RCy9nu1, 5709673]
[quote, [428.0, 3579.5, 2614.0, 52.5], 4n5RCy9nu1, 5709673]
[quote, [437.0, 3668.0, 2637.0, 52.5], APuvEd9eOo, 5709673]
[quote, [437.0, 3720.5, 2637.0, 52.5], APuvEd9eOo, 5709673]
[quote, [437.0, 3773.0, 2637.0, 52.5], APuvEd9eOo, 5709673]
[quote, [437.0, 3825.5, 2637.0, 52.5], APuvEd9eOo, 5709673]
[quote, [437.0, 3878.0, 2637.0, 52.5], APuvEd9eOo, 5709673]
[quote, [437.0, 3930.5, 2637.0, 52.5], APuvEd9eOo, 5709673]
[quote, [437.0, 3983.0, 2637.0, 52.5], APuvEd9eOo, 5709673]
[quote, [666.0, 4085.0, 1236.0, 52.5], dn-O8XsSbv, 5709673]
[quote, [666.0, 4137.5, 1236.0, 52.5], dn-O8XsSbv, 5709673]
[quote, [406.0, 4210.0, 2684.0, 52.5], JneeloHsYf, 5709673]
[quote, [406.0, 4262.5, 2684.0, 52.5], JneeloHsYf, 5709673]
[quote, [406.0, 4315.0, 2684.0, 52.5], JneeloHsYf, 5709673]
[quote, [406.0, 4367.5, 2684.0, 52.5], JneeloHsYf, 5709673]
[quote, [406.0, 4420.0, 2684.0, 52.5], JneeloHsYf, 5709673]
[quote, [406.0, 4472.5, 2684.0, 52.5], JneeloHsYf, 5709673]
[quote, [406.0, 4525.0, 2684.0, 52.5], JneeloHsYf, 5709673]
[paragraph, [455.0, 4629.0, 2682.0, 52.5], Gav8oD9N44, 5709673]
[paragraph, [455.0, 4681.5, 2682.0, 52.5], Gav8oD9N44, 5709673]
[paragraph, [455.0, 4734.0, 2682.0, 52.5], Gav8oD9N44, 5709673]
[paragraph, [455.0, 4786.5, 2682.0, 52.5], Gav8oD9N44, 5709673]
[paragraph, [455.0, 4839.0, 2682.0, 52.5], Gav8oD9N44, 5709673]
