[1625, 1211]
[headline, [119.0, 78.0, 613.0, 37.5], mECBH6nggG, 5742748]
[paragraph, [793.0, 449.0, 344.0, 36.0], shoonya_0sS7E5IQ8RASSD, 5742748]
[paragraph, [793.0, 485.0, 344.0, 36.0], shoonya_0sS7E5IQ8RASSD, 5742748]
[paragraph, [66.0, 544.0, 347.0, 36.0], 6hlllA_Gep, 5742748]
[paragraph, [66.0, 580.0, 347.0, 36.0], 6hlllA_Gep, 5742748]
[paragraph, [66.0, 616.0, 347.0, 36.0], 6hlllA_Gep, 5742748]
[paragraph, [66.0, 652.0, 347.0, 36.0], 6hlllA_Gep, 5742748]
[paragraph, [66.0, 688.0, 347.0, 36.0], 6hlllA_Gep, 5742748]
[paragraph, [790.0, 554.0, 348.0, 36.0], shoonya_1sC2ECMM6PHW6J, 5742748]
[paragraph, [790.0, 590.0, 348.0, 36.0], shoonya_1sC2ECMM6PHW6J, 5742748]
[paragraph, [790.0, 626.0, 348.0, 36.0], shoonya_1sC2ECMM6PHW6J, 5742748]
[paragraph, [790.0, 662.0, 348.0, 36.0], shoonya_1sC2ECMM6PHW6J, 5742748]
[paragraph, [790.0, 698.0, 348.0, 36.0], shoonya_1sC2ECMM6PHW6J, 5742748]
[paragraph, [790.0, 734.0, 348.0, 36.0], shoonya_1sC2ECMM6PHW6J, 5742748]
[paragraph, [790.0, 770.0, 348.0, 36.0], shoonya_1sC2ECMM6PHW6J, 5742748]
[paragraph, [790.0, 806.0, 348.0, 36.0], shoonya_1sC2ECMM6PHW6J, 5742748]
[paragraph, [425.0, 610.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 646.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 682.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 718.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 754.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 790.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 826.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 862.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 898.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 934.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [425.0, 970.0, 345.0, 36.0], FWOef7csL3, 5742748]
[paragraph, [68.0, 738.0, 342.0, 36.0], dT4omu_HgT, 5742748]
[paragraph, [68.0, 774.0, 342.0, 36.0], dT4omu_HgT, 5742748]
[paragraph, [68.0, 810.0, 342.0, 36.0], dT4omu_HgT, 5742748]
[paragraph, [68.0, 846.0, 342.0, 36.0], dT4omu_HgT, 5742748]
[paragraph, [68.0, 882.0, 342.0, 36.0], dT4omu_HgT, 5742748]
[paragraph, [68.0, 918.0, 342.0, 36.0], dT4omu_HgT, 5742748]
[paragraph, [795.0, 853.0, 348.0, 36.0], bbey3XePrw, 5742748]
[paragraph, [795.0, 889.0, 348.0, 36.0], bbey3XePrw, 5742748]
[paragraph, [795.0, 925.0, 348.0, 36.0], bbey3XePrw, 5742748]
[paragraph, [795.0, 961.0, 348.0, 36.0], bbey3XePrw, 5742748]
[paragraph, [66.0, 989.0, 347.0, 36.0], Dh46HfUNOF, 5742748]
[paragraph, [66.0, 1025.0, 347.0, 36.0], Dh46HfUNOF, 5742748]
[paragraph, [66.0, 1061.0, 347.0, 36.0], Dh46HfUNOF, 5742748]
[paragraph, [66.0, 1097.0, 347.0, 36.0], Dh46HfUNOF, 5742748]
[paragraph, [66.0, 1133.0, 347.0, 36.0], Dh46HfUNOF, 5742748]
[paragraph, [66.0, 1169.0, 347.0, 36.0], Dh46HfUNOF, 5742748]
[paragraph, [425.0, 1025.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1061.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1097.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1133.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1169.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1205.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1241.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1277.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1313.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1349.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1385.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [425.0, 1421.0, 344.0, 36.0], J9QbioQmiS, 5742748]
[paragraph, [791.0, 1044.0, 354.0, 36.0], fyBDqco8WO, 5742748]
[paragraph, [791.0, 1080.0, 354.0, 36.0], fyBDqco8WO, 5742748]
[paragraph, [788.0, 1162.0, 351.0, 36.0], X4hZsw1INv, 5742748]
[paragraph, [788.0, 1198.0, 351.0, 36.0], X4hZsw1INv, 5742748]
[paragraph, [788.0, 1234.0, 351.0, 36.0], X4hZsw1INv, 5742748]
[paragraph, [788.0, 1270.0, 351.0, 36.0], X4hZsw1INv, 5742748]
[paragraph, [788.0, 1306.0, 351.0, 36.0], X4hZsw1INv, 5742748]
[paragraph, [788.0, 1342.0, 351.0, 36.0], X4hZsw1INv, 5742748]
[paragraph, [788.0, 1378.0, 351.0, 36.0], X4hZsw1INv, 5742748]
[paragraph, [68.0, 1211.0, 345.0, 36.0], jT8YGd_NYI, 5742748]
[paragraph, [68.0, 1247.0, 345.0, 36.0], jT8YGd_NYI, 5742748]
[paragraph, [68.0, 1283.0, 345.0, 36.0], jT8YGd_NYI, 5742748]
[paragraph, [65.0, 1338.0, 351.0, 36.0], -JnDXR8Eim, 5742748]
[paragraph, [65.0, 1374.0, 351.0, 36.0], -JnDXR8Eim, 5742748]
[paragraph, [65.0, 1410.0, 351.0, 36.0], -JnDXR8Eim, 5742748]
[paragraph, [65.0, 1446.0, 351.0, 36.0], -JnDXR8Eim, 5742748]
