[1818, 1374]
[folio, [488.0, 120.0, 398.0, 36.0], shoonya_3s2CYPX8NLL57Q, 5682898]
[paragraph, [120.0, 1291.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1327.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1363.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1399.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1435.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1471.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1507.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1543.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1579.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1615.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [120.0, 1651.0, 558.0, 36.0], shoonya_0s4TNBVCQ8PJNR, 5682898]
[paragraph, [705.0, 912.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [705.0, 948.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [705.0, 984.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [705.0, 1020.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [705.0, 1056.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [705.0, 1092.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [705.0, 1128.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [705.0, 1164.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [705.0, 1200.0, 552.0, 36.0], shoonya_1sURJE5N42PUNN, 5682898]
[paragraph, [702.0, 1252.0, 556.0, 36.0], L9pROqPsUF, 5682898]
[paragraph, [702.0, 1288.0, 556.0, 36.0], L9pROqPsUF, 5682898]
[paragraph, [702.0, 1324.0, 556.0, 36.0], L9pROqPsUF, 5682898]
[paragraph, [704.0, 1375.0, 554.0, 36.0], FamQTMGcSn, 5682898]
[paragraph, [704.0, 1411.0, 554.0, 36.0], FamQTMGcSn, 5682898]
[paragraph, [704.0, 1447.0, 554.0, 36.0], FamQTMGcSn, 5682898]
[paragraph, [704.0, 1483.0, 554.0, 36.0], FamQTMGcSn, 5682898]
[paragraph, [699.0, 1622.0, 563.0, 36.0], ZDcn1eTbed, 5682898]
[paragraph, [699.0, 1658.0, 563.0, 36.0], ZDcn1eTbed, 5682898]
