[1250, 721]
[folio, [547.0, 17.0, 141.0, 18.0], shoonya_0s20H0S9EL3Z47, 5782162]
[ordered-list, [2.0, 707.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 725.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 743.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 761.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[ordered-list, [2.0, 779.0, 691.0, 18.0], 6xUJqKH8oT, 5782162]
[sub-ordered-list, [20.0, 137.0, 670.0, 18.0], iDO-FRyTw9, 5782162]
[sub-ordered-list, [20.0, 155.0, 670.0, 18.0], iDO-FRyTw9, 5782162]
[sub-ordered-list, [20.0, 173.0, 670.0, 18.0], iDO-FRyTw9, 5782162]
[sub-ordered-list, [20.0, 191.0, 670.0, 18.0], iDO-FRyTw9, 5782162]
[sub-ordered-list, [18.0, 243.0, 672.0, 18.0], TU6VJ_JOF1, 5782162]
[sub-ordered-list, [18.0, 261.0, 672.0, 18.0], TU6VJ_JOF1, 5782162]
[sub-ordered-list, [18.0, 279.0, 672.0, 18.0], TU6VJ_JOF1, 5782162]
[sub-ordered-list, [18.0, 297.0, 672.0, 18.0], TU6VJ_JOF1, 5782162]
[sub-ordered-list, [15.0, 350.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 368.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 386.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 404.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 422.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 440.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 458.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 476.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 494.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [15.0, 512.0, 676.0, 18.0], WLXI7ZSSxE, 5782162]
[sub-ordered-list, [16.0, 565.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 583.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 601.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 619.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 637.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 655.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 673.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 691.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 709.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 727.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 745.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 763.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[sub-ordered-list, [16.0, 781.0, 672.0, 18.0], QoQv9ToBl8, 5782162]
[ordered-list, [13.0, 819.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 837.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 855.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 873.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 891.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 909.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 927.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 945.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 963.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 981.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 999.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1017.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1035.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1053.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1071.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1089.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1107.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1125.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1143.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[ordered-list, [13.0, 1161.0, 672.0, 18.0], H4XYbno9ir, 5782162]
[sub-ordered-list, [19.0, 851.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 869.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 887.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 905.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 923.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 941.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 959.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 977.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 995.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1013.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1031.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1049.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1067.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1085.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1103.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1121.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1139.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[sub-ordered-list, [19.0, 1157.0, 666.0, 18.0], 43Um7IQVPX, 5782162]
[subsub-ordered-list, [20.0, 1008.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
[subsub-ordered-list, [20.0, 1026.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
[subsub-ordered-list, [20.0, 1044.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
[subsub-ordered-list, [20.0, 1062.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
[subsub-ordered-list, [20.0, 1080.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
[subsub-ordered-list, [20.0, 1098.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
[subsub-ordered-list, [20.0, 1116.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
[subsub-ordered-list, [20.0, 1134.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
[subsub-ordered-list, [20.0, 1152.0, 663.0, 18.0], JDYjOiTAcT, 5782162]
