[1320, 1176]
[paragraph, [71.0, 175.0, 336.0, 18.0], 9Iu5d8YBbg, 5693953]
[paragraph, [72.0, 930.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 948.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 966.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 984.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [72.0, 1002.0, 338.0, 18.0], 9Tt-C8Gm7w, 5693953]
[paragraph, [766.0, 765.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 783.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 801.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 819.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 837.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 855.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 873.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 891.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 909.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 927.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 945.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 963.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 981.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [766.0, 999.0, 332.0, 18.0], SyGPe1ZDQV, 5693953]
[paragraph, [419.0, 774.0, 335.0, 18.0], jEMgG3VSD_, 5693953]
[paragraph, [419.0, 792.0, 335.0, 18.0], jEMgG3VSD_, 5693953]
[paragraph, [421.0, 827.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [421.0, 845.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [421.0, 863.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [421.0, 881.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [421.0, 899.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [421.0, 917.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [421.0, 935.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [421.0, 953.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [421.0, 971.0, 332.0, 18.0], ONsTLCTDio, 5693953]
[paragraph, [422.0, 1001.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1019.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1037.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1055.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1073.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1091.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1109.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1127.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1145.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1163.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1181.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1199.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1217.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [422.0, 1235.0, 336.0, 18.0], 1msgaMeKqP, 5693953]
[paragraph, [769.0, 1032.0, 330.0, 18.0], 4IXngzjpa0, 5693953]
[paragraph, [769.0, 1050.0, 330.0, 18.0], 4IXngzjpa0, 5693953]
[paragraph, [769.0, 1068.0, 330.0, 18.0], 4IXngzjpa0, 5693953]
[paragraph, [769.0, 1086.0, 330.0, 18.0], 4IXngzjpa0, 5693953]
[paragraph, [769.0, 1104.0, 330.0, 18.0], 4IXngzjpa0, 5693953]
[paragraph, [769.0, 1122.0, 330.0, 18.0], 4IXngzjpa0, 5693953]
[paragraph, [769.0, 1140.0, 330.0, 18.0], 4IXngzjpa0, 5693953]
[paragraph, [81.0, 1033.0, 327.0, 18.0], gsg-YMvTsY, 5693953]
[paragraph, [81.0, 1051.0, 327.0, 18.0], gsg-YMvTsY, 5693953]
[paragraph, [81.0, 1069.0, 327.0, 18.0], gsg-YMvTsY, 5693953]
[paragraph, [81.0, 1087.0, 327.0, 18.0], gsg-YMvTsY, 5693953]
[paragraph, [75.0, 1119.0, 341.0, 18.0], 3NxTlR23Fg, 5693953]
[paragraph, [75.0, 1137.0, 341.0, 18.0], 3NxTlR23Fg, 5693953]
[paragraph, [75.0, 1155.0, 341.0, 18.0], 3NxTlR23Fg, 5693953]
[paragraph, [75.0, 1173.0, 341.0, 18.0], 3NxTlR23Fg, 5693953]
[paragraph, [75.0, 1191.0, 341.0, 18.0], 3NxTlR23Fg, 5693953]
[paragraph, [75.0, 1209.0, 341.0, 18.0], 3NxTlR23Fg, 5693953]
[paragraph, [75.0, 1227.0, 341.0, 18.0], 3NxTlR23Fg, 5693953]
[paragraph, [768.0, 1168.0, 332.0, 18.0], fc9elk02xS, 5693953]
[paragraph, [768.0, 1186.0, 332.0, 18.0], fc9elk02xS, 5693953]
[paragraph, [768.0, 1204.0, 332.0, 18.0], fc9elk02xS, 5693953]
[paragraph, [768.0, 1222.0, 332.0, 18.0], fc9elk02xS, 5693953]
