[1818, 1374]
[folio, [482.0, 120.0, 410.0, 36.0], shoonya_1sBKEDH34FHQHP, 5682349]
[paragraph, [108.0, 856.0, 567.0, 36.0], shoonya_8sFQV5OW475QE8, 5682349]
[paragraph, [108.0, 892.0, 567.0, 36.0], shoonya_8sFQV5OW475QE8, 5682349]
[paragraph, [699.0, 873.0, 570.0, 36.0], GSFTwBeiGk, 5682349]
[paragraph, [699.0, 909.0, 570.0, 36.0], GSFTwBeiGk, 5682349]
[paragraph, [699.0, 945.0, 570.0, 36.0], GSFTwBeiGk, 5682349]
[paragraph, [699.0, 981.0, 570.0, 36.0], GSFTwBeiGk, 5682349]
[paragraph, [699.0, 1017.0, 570.0, 36.0], GSFTwBeiGk, 5682349]
[paragraph, [154.0, 957.0, 412.0, 36.0], shoonya_9sK9J4UOTJJ1XE, 5682349]
[paragraph, [108.0, 1002.0, 573.0, 36.0], shoonya_10sCL3ANWVALV6, 5682349]
[paragraph, [108.0, 1038.0, 573.0, 36.0], shoonya_10sCL3ANWVALV6, 5682349]
[paragraph, [108.0, 1074.0, 573.0, 36.0], shoonya_10sCL3ANWVALV6, 5682349]
[paragraph, [108.0, 1110.0, 573.0, 36.0], shoonya_10sCL3ANWVALV6, 5682349]
[paragraph, [108.0, 1146.0, 573.0, 36.0], shoonya_10sCL3ANWVALV6, 5682349]
[paragraph, [108.0, 1182.0, 573.0, 36.0], shoonya_10sCL3ANWVALV6, 5682349]
[paragraph, [699.0, 1084.0, 568.0, 36.0], NPI-cAeLC0, 5682349]
[paragraph, [699.0, 1120.0, 568.0, 36.0], NPI-cAeLC0, 5682349]
[paragraph, [699.0, 1156.0, 568.0, 36.0], NPI-cAeLC0, 5682349]
[paragraph, [699.0, 1192.0, 568.0, 36.0], NPI-cAeLC0, 5682349]
[paragraph, [699.0, 1228.0, 568.0, 36.0], NPI-cAeLC0, 5682349]
[paragraph, [108.0, 1299.0, 571.0, 36.0], UfMCbNmBP6, 5682349]
[paragraph, [108.0, 1335.0, 571.0, 36.0], UfMCbNmBP6, 5682349]
[paragraph, [108.0, 1371.0, 571.0, 36.0], UfMCbNmBP6, 5682349]
[paragraph, [108.0, 1466.0, 570.0, 36.0], VP7CrNlX1k, 5682349]
[paragraph, [108.0, 1502.0, 570.0, 36.0], VP7CrNlX1k, 5682349]
[paragraph, [108.0, 1538.0, 570.0, 36.0], VP7CrNlX1k, 5682349]
[paragraph, [700.0, 1548.0, 566.0, 36.0], lpk93CiXIT, 5682349]
[paragraph, [700.0, 1584.0, 566.0, 36.0], lpk93CiXIT, 5682349]
[paragraph, [700.0, 1620.0, 566.0, 36.0], lpk93CiXIT, 5682349]
[paragraph, [700.0, 1656.0, 566.0, 36.0], lpk93CiXIT, 5682349]
[paragraph, [149.0, 1591.0, 271.0, 36.0], 5rTqmh4h8Z, 5682349]
[paragraph, [109.0, 1636.0, 568.0, 36.0], vQ2y_SM0gu, 5682349]
[paragraph, [109.0, 1672.0, 568.0, 36.0], vQ2y_SM0gu, 5682349]
