[1437, 878]
[section-title, [305.0, 122.0, 266.0, 30.0], shoonya_2sNK48GZOF2V2C, 5770034]
[index, [69.0, 858.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 876.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 894.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 912.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 930.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 948.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 966.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 984.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[index, [69.0, 1002.0, 751.0, 18.0], shoonya_0sSPZM7NIJZHUO, 5770034]
[section-title, [330.0, 1065.0, 233.0, 30.0], Ue_crwxW0R, 5770034]
[section-title, [330.0, 1095.0, 233.0, 30.0], Ue_crwxW0R, 5770034]
[paragraph, [71.0, 1159.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[paragraph, [71.0, 1177.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[paragraph, [71.0, 1195.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[paragraph, [71.0, 1213.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[paragraph, [71.0, 1231.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[paragraph, [71.0, 1249.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[paragraph, [71.0, 1267.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[paragraph, [71.0, 1285.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[paragraph, [71.0, 1303.0, 745.0, 18.0], 0uUsGLBA77, 5770034]
[author, [596.0, 1330.0, 176.0, 18.0], HQXeFOLtcd, 5770034]
[author, [596.0, 1348.0, 176.0, 18.0], HQXeFOLtcd, 5770034]
