[4666, 3194]
[folio, [1401.0, 411.0, 395.0, 52.5], ZoWREFYuYx, 5691534]
[paragraph, [403.0, 1784.0, 2411.0, 52.5], sWEf1D3Swq, 5691534]
[paragraph, [403.0, 1836.5, 2411.0, 52.5], sWEf1D3Swq, 5691534]
[paragraph, [399.0, 1899.0, 2391.0, 52.5], 5v6vCrbhk9, 5691534]
[paragraph, [399.0, 1951.5, 2391.0, 52.5], 5v6vCrbhk9, 5691534]
[paragraph, [399.0, 2004.0, 2391.0, 52.5], 5v6vCrbhk9, 5691534]
[paragraph, [509.0, 2073.0, 935.0, 52.5], shoonya_5s72VGWX6YDIO5, 5691534]
[paragraph, [507.0, 2163.0, 1185.0, 52.5], 5qOMnc3hT8, 5691534]
[paragraph, [560.0, 2268.0, 489.0, 52.5], shoonya_3sAKUEV68SNKEV, 5691534]
[paragraph, [483.0, 2346.0, 2331.0, 52.5], FPj_k4tvEs, 5691534]
[paragraph, [483.0, 2398.5, 2331.0, 52.5], FPj_k4tvEs, 5691534]
[paragraph, [483.0, 2451.0, 2331.0, 52.5], FPj_k4tvEs, 5691534]
[paragraph, [423.0, 2522.0, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2574.5, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2627.0, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2679.5, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2732.0, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2784.5, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2837.0, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2889.5, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2942.0, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 2994.5, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 3047.0, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 3099.5, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 3152.0, 2352.0, 52.5], shoonya_2sVALMUNWQ49Z2, 5691534]
[paragraph, [423.0, 3257.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3309.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3362.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3414.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3467.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3519.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3572.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3624.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3677.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3729.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3782.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3834.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3887.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3939.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 3992.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 4044.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 4097.0, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [423.0, 4149.5, 2350.0, 52.5], shoonya_0sF2PO8IDXYCBD, 5691534]
[paragraph, [531.0, 4246.0, 2275.0, 52.5], OqfF9sPYN_, 5691534]
[paragraph, [531.0, 4298.5, 2275.0, 52.5], OqfF9sPYN_, 5691534]
