[1823, 1375]
[folio, [630.0, 106.0, 114.0, 36.0], shoonya_2sILF3T3P4MG5O, 5684415]
[paragraph, [697.0, 1030.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1066.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1102.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1138.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1174.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1210.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1246.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1282.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1318.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1354.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1390.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1426.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1462.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1498.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1534.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1570.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1606.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 1642.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [104.0, 695.0, 572.0, 36.0], shoonya_3s55DG55ANTQH7, 5684415]
[paragraph, [104.0, 731.0, 572.0, 36.0], shoonya_3s55DG55ANTQH7, 5684415]
[paragraph, [104.0, 767.0, 572.0, 36.0], shoonya_3s55DG55ANTQH7, 5684415]
[paragraph, [104.0, 803.0, 572.0, 36.0], shoonya_3s55DG55ANTQH7, 5684415]
[paragraph, [104.0, 839.0, 572.0, 36.0], shoonya_3s55DG55ANTQH7, 5684415]
[paragraph, [104.0, 905.0, 572.0, 36.0], shoonya_5sTC2AN4SQ24VF, 5684415]
[paragraph, [104.0, 941.0, 572.0, 36.0], shoonya_5sTC2AN4SQ24VF, 5684415]
[paragraph, [109.0, 983.0, 569.0, 36.0], movOgShNyg, 5684415]
[paragraph, [109.0, 1019.0, 569.0, 36.0], movOgShNyg, 5684415]
[paragraph, [157.0, 1062.0, 401.0, 36.0], D6xf-5QH9h, 5684415]
[paragraph, [97.0, 1108.0, 580.0, 36.0], k44s1G3Y-C, 5684415]
[paragraph, [97.0, 1144.0, 580.0, 36.0], k44s1G3Y-C, 5684415]
[paragraph, [99.0, 1189.0, 580.0, 36.0], u8hw7Jr9Wt, 5684415]
[paragraph, [99.0, 1225.0, 580.0, 36.0], u8hw7Jr9Wt, 5684415]
[paragraph, [99.0, 1261.0, 580.0, 36.0], u8hw7Jr9Wt, 5684415]
[paragraph, [147.0, 1304.0, 405.0, 36.0], 95ZSUp0p6z, 5684415]
[paragraph, [157.0, 1349.0, 374.0, 36.0], L5uA6ZSVjl, 5684415]
[paragraph, [104.0, 1388.0, 575.0, 36.0], FgEtTgkuzu, 5684415]
[paragraph, [104.0, 1424.0, 575.0, 36.0], FgEtTgkuzu, 5684415]
[paragraph, [101.0, 1464.0, 580.0, 36.0], JVUaflwpp3, 5684415]
[paragraph, [101.0, 1500.0, 580.0, 36.0], JVUaflwpp3, 5684415]
[paragraph, [101.0, 1536.0, 580.0, 36.0], JVUaflwpp3, 5684415]
[paragraph, [156.0, 1596.0, 374.0, 36.0], JNQZmHt7jt, 5684415]
[paragraph, [105.0, 1638.0, 583.0, 36.0], shoonya_6sBPPV0X5OJ8WX, 5684415]
[paragraph, [105.0, 1674.0, 583.0, 36.0], shoonya_6sBPPV0X5OJ8WX, 5684415]
