[1806, 1262]
[folio, [144.0, 99.0, 507.0, 36.0], NCW-x27qEn, 5681080]
[paragraph, [97.0, 576.0, 495.0, 36.0], shoonya_2s2YAT1SZBQWT5, 5681080]
[paragraph, [97.0, 612.0, 495.0, 36.0], shoonya_2s2YAT1SZBQWT5, 5681080]
[paragraph, [97.0, 648.0, 495.0, 36.0], shoonya_2s2YAT1SZBQWT5, 5681080]
[paragraph, [97.0, 684.0, 495.0, 36.0], shoonya_2s2YAT1SZBQWT5, 5681080]
[paragraph, [100.0, 802.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 838.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 874.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 910.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 946.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 982.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1018.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1054.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1090.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1126.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1162.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1198.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1234.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1270.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1306.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1342.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1378.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1414.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1450.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1486.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1522.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1558.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1594.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1630.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [100.0, 1666.0, 499.0, 36.0], shoonya_0sAKUG7NOGMKI6, 5681080]
[paragraph, [657.0, 1483.0, 501.0, 36.0], shoonya_3sFMRDK3D39DU9, 5681080]
[paragraph, [657.0, 1519.0, 501.0, 36.0], shoonya_3sFMRDK3D39DU9, 5681080]
[paragraph, [657.0, 1555.0, 501.0, 36.0], shoonya_3sFMRDK3D39DU9, 5681080]
[paragraph, [657.0, 1591.0, 501.0, 36.0], shoonya_3sFMRDK3D39DU9, 5681080]
[paragraph, [657.0, 1627.0, 501.0, 36.0], shoonya_3sFMRDK3D39DU9, 5681080]
[paragraph, [657.0, 1663.0, 501.0, 36.0], shoonya_3sFMRDK3D39DU9, 5681080]
