[1447, 1063]
[folio, [394.0, 40.0, 245.0, 18.0], Qe4bkkX9Mj, 5762820]
[answer, [533.0, 1135.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1153.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1171.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1189.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1207.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1225.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1243.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [85.0, 1094.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1112.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1130.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1148.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1166.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1184.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1202.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1220.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1238.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1256.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1274.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1292.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1310.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
[answer, [85.0, 1328.0, 447.0, 18.0], 8m9vsB4dZQ, 5762820]
