[1571, 1128]
[section-title, [121.0, 81.0, 143.0, 49.5], CkcCC0C2Go, 6472180]
[paragraph, [123.0, 836.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 872.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [431.0, 602.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 638.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 674.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 710.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 746.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 782.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 818.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 854.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 890.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 926.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [431.0, 962.0, 293.0, 36.0], shoonya_0sG6BHPWZQG9QE, 6472180]
[paragraph, [742.0, 608.0, 276.0, 36.0], 2wPtc9k4Q1, 6472180]
[paragraph, [742.0, 644.0, 276.0, 36.0], 2wPtc9k4Q1, 6472180]
[paragraph, [742.0, 680.0, 276.0, 36.0], 2wPtc9k4Q1, 6472180]
[paragraph, [742.0, 716.0, 276.0, 36.0], 2wPtc9k4Q1, 6472180]
[paragraph, [742.0, 752.0, 276.0, 36.0], 2wPtc9k4Q1, 6472180]
[paragraph, [742.0, 788.0, 276.0, 36.0], 2wPtc9k4Q1, 6472180]
[paragraph, [742.0, 824.0, 276.0, 36.0], 2wPtc9k4Q1, 6472180]
[paragraph, [742.0, 886.0, 278.0, 36.0], pWEqmBu7vP, 6472180]
[paragraph, [742.0, 922.0, 278.0, 36.0], pWEqmBu7vP, 6472180]
[paragraph, [742.0, 958.0, 278.0, 36.0], pWEqmBu7vP, 6472180]
[paragraph, [118.0, 925.0, 299.0, 36.0], IcKxz94-Yu, 6472180]
[paragraph, [118.0, 961.0, 299.0, 36.0], IcKxz94-Yu, 6472180]
[sub-headline, [139.0, 1049.0, 574.0, 36.0], BKDiniDuGq, 6472180]
[sub-headline, [139.0, 1085.0, 574.0, 36.0], BKDiniDuGq, 6472180]
[paragraph, [429.0, 1139.0, 298.0, 36.0], 9xyL2UpfCQ, 6472180]
[paragraph, [429.0, 1175.0, 298.0, 36.0], 9xyL2UpfCQ, 6472180]
[paragraph, [429.0, 1211.0, 298.0, 36.0], 9xyL2UpfCQ, 6472180]
[paragraph, [429.0, 1247.0, 298.0, 36.0], 9xyL2UpfCQ, 6472180]
[paragraph, [429.0, 1283.0, 298.0, 36.0], 9xyL2UpfCQ, 6472180]
[paragraph, [429.0, 1319.0, 298.0, 36.0], 9xyL2UpfCQ, 6472180]
[paragraph, [429.0, 1355.0, 298.0, 36.0], 9xyL2UpfCQ, 6472180]
[paragraph, [429.0, 1391.0, 298.0, 36.0], 9xyL2UpfCQ, 6472180]
[paragraph, [735.0, 1139.0, 284.0, 36.0], hsVA0DUH6U, 6472180]
[paragraph, [735.0, 1175.0, 284.0, 36.0], hsVA0DUH6U, 6472180]
[paragraph, [735.0, 1211.0, 284.0, 36.0], hsVA0DUH6U, 6472180]
[paragraph, [735.0, 1247.0, 284.0, 36.0], hsVA0DUH6U, 6472180]
[paragraph, [735.0, 1283.0, 284.0, 36.0], hsVA0DUH6U, 6472180]
[paragraph, [735.0, 1319.0, 284.0, 36.0], hsVA0DUH6U, 6472180]
[paragraph, [735.0, 1355.0, 284.0, 36.0], hsVA0DUH6U, 6472180]
[paragraph, [735.0, 1391.0, 284.0, 36.0], hsVA0DUH6U, 6472180]
[paragraph, [139.0, 1145.0, 285.0, 36.0], 67qjijPqa8, 6472180]
[paragraph, [139.0, 1181.0, 285.0, 36.0], 67qjijPqa8, 6472180]
[paragraph, [139.0, 1217.0, 285.0, 36.0], 67qjijPqa8, 6472180]
[paragraph, [139.0, 1253.0, 285.0, 36.0], 67qjijPqa8, 6472180]
[paragraph, [139.0, 1289.0, 285.0, 36.0], 67qjijPqa8, 6472180]
[paragraph, [139.0, 1325.0, 285.0, 36.0], 67qjijPqa8, 6472180]
[paragraph, [139.0, 1361.0, 285.0, 36.0], 67qjijPqa8, 6472180]
