[1571, 1128]
[paragraph, [96.0, 482.0, 295.0, 36.0], shoonya_8sOB03TVHDOVUO, 6472096]
[paragraph, [703.0, 1389.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [403.0, 916.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 952.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 988.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1024.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1060.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1096.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1132.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1168.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1204.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1240.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1276.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1312.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1348.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [403.0, 1384.0, 290.0, 36.0], shoonya_2s2ATDVGHGM3L4, 6472096]
[paragraph, [98.0, 1015.0, 288.0, 36.0], ngWZq9zPjG, 6472096]
[paragraph, [98.0, 1051.0, 288.0, 36.0], ngWZq9zPjG, 6472096]
[paragraph, [98.0, 1087.0, 288.0, 36.0], ngWZq9zPjG, 6472096]
[paragraph, [98.0, 1123.0, 288.0, 36.0], ngWZq9zPjG, 6472096]
[paragraph, [98.0, 1159.0, 288.0, 36.0], ngWZq9zPjG, 6472096]
[paragraph, [98.0, 1195.0, 288.0, 36.0], ngWZq9zPjG, 6472096]
[paragraph, [100.0, 1266.0, 286.0, 36.0], shoonya_1s4RIRGS432YGJ, 6472096]
[paragraph, [100.0, 1302.0, 286.0, 36.0], shoonya_1s4RIRGS432YGJ, 6472096]
[paragraph, [100.0, 1338.0, 286.0, 36.0], shoonya_1s4RIRGS432YGJ, 6472096]
[paragraph, [100.0, 1374.0, 286.0, 36.0], shoonya_1s4RIRGS432YGJ, 6472096]
