[1818, 1374]
[folio, [612.0, 105.0, 130.0, 36.0], zd03Vw-xgL, 5683347]
[paragraph, [111.0, 1383.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1419.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1455.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1491.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1527.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1563.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1599.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1635.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1671.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [736.0, 1667.0, 533.0, 36.0], shoonya_2sKCJ4KE6NWBL9, 5683347]
