[3968, 2806]
[headline, [1117.0, 236.0, 1196.0, 52.5], shoonya_5s12U3O6TL8B5H, 5683797]
[paragraph, [1390.0, 3592.5, 1219.0, 52.5], G8-PCW-bdL, 5683797]
[paragraph, [180.0, 3057.0, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3109.5, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3162.0, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3214.5, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3267.0, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3319.5, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3372.0, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3424.5, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3477.0, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[paragraph, [180.0, 3529.5, 1163.0, 52.5], shoonya_4sIA9S8EDFXMH5, 5683797]
[folio, [248.0, 3806.0, 767.0, 52.5], 6xbn821kkZ, 5683797]
[folio, [248.0, 3858.5, 767.0, 52.5], 6xbn821kkZ, 5683797]
