[1571, 1128]
[headline, [127.0, 173.0, 517.0, 37.5], shoonya_0s7DJAWDAOQS3Y, 6471590]
[unordered-list, [119.0, 852.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 888.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 924.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 960.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 996.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1032.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1068.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1104.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1140.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1176.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1212.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1248.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1284.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1320.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1356.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[unordered-list, [119.0, 1392.0, 452.0, 36.0], shoonya_2sTN3JLCBIXEEK, 6471590]
[paragraph, [607.0, 1346.0, 421.0, 36.0], shoonya_10sYPUNNQQC16R, 6471590]
[paragraph, [607.0, 1382.0, 421.0, 36.0], shoonya_10sYPUNNQQC16R, 6471590]
