[1240, 1754]
[paragraph, [74.0, 90.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[ordered-list, [643.0, 960.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 978.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 996.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 1014.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 1032.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 1050.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 1068.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 1086.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 1104.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [79.0, 453.0, 411.0, 18.0], TzUNCyZI1w, 5726516]
[ordered-list, [79.0, 471.0, 411.0, 18.0], TzUNCyZI1w, 5726516]
[ordered-list, [79.0, 489.0, 411.0, 18.0], TzUNCyZI1w, 5726516]
[ordered-list, [79.0, 507.0, 411.0, 18.0], TzUNCyZI1w, 5726516]
[figure-caption, [313.0, 675.0, 44.0, 18.0], wNxClhIWk3, 5726516]
[figure-caption, [119.0, 676.0, 45.0, 18.0], pK2s7kNhD0, 5726516]
[figure-caption, [490.0, 677.0, 42.0, 18.0], 0ZvlEnFLL_, 5726516]
[figure-caption, [106.0, 699.0, 70.0, 18.0], Ez0bj_7mus, 5726516]
[paragraph, [71.0, 776.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 794.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 812.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 830.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 848.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 866.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 884.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 902.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 920.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 938.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 956.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 974.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 992.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 1010.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 1028.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 1046.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 1064.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
[paragraph, [71.0, 1082.0, 505.0, 18.0], 7NDYcdQB7p, 5726516]
