[1818, 1374]
[folio, [628.0, 143.0, 118.0, 36.0], shoonya_12s1XR60ZW4FR5, 5682609]
[paragraph, [689.0, 1175.0, 565.0, 36.0], shoonya_4sNRSMFH3VUPKJ, 5682609]
[paragraph, [689.0, 1211.0, 565.0, 36.0], shoonya_4sNRSMFH3VUPKJ, 5682609]
[paragraph, [689.0, 1247.0, 565.0, 36.0], shoonya_4sNRSMFH3VUPKJ, 5682609]
[paragraph, [107.0, 1221.0, 565.0, 36.0], shoonya_7sE395QG5ABRYV, 5682609]
[paragraph, [107.0, 1257.0, 565.0, 36.0], shoonya_7sE395QG5ABRYV, 5682609]
[paragraph, [107.0, 1293.0, 565.0, 36.0], shoonya_7sE395QG5ABRYV, 5682609]
[paragraph, [104.0, 1345.0, 566.0, 36.0], 6IeY1Tp8aB, 5682609]
[paragraph, [104.0, 1381.0, 566.0, 36.0], 6IeY1Tp8aB, 5682609]
[paragraph, [695.0, 1351.0, 564.0, 36.0], shoonya_0sEF2KT9NHWJF5, 5682609]
[paragraph, [695.0, 1387.0, 564.0, 36.0], shoonya_0sEF2KT9NHWJF5, 5682609]
[paragraph, [695.0, 1423.0, 564.0, 36.0], shoonya_0sEF2KT9NHWJF5, 5682609]
[paragraph, [695.0, 1459.0, 564.0, 36.0], shoonya_0sEF2KT9NHWJF5, 5682609]
[paragraph, [695.0, 1495.0, 564.0, 36.0], shoonya_0sEF2KT9NHWJF5, 5682609]
[paragraph, [695.0, 1531.0, 564.0, 36.0], shoonya_0sEF2KT9NHWJF5, 5682609]
[paragraph, [695.0, 1567.0, 564.0, 36.0], shoonya_0sEF2KT9NHWJF5, 5682609]
[paragraph, [103.0, 1429.0, 571.0, 36.0], zKEhIxEWFy, 5682609]
[paragraph, [103.0, 1465.0, 571.0, 36.0], zKEhIxEWFy, 5682609]
[paragraph, [103.0, 1501.0, 571.0, 36.0], zKEhIxEWFy, 5682609]
[paragraph, [103.0, 1553.0, 573.0, 36.0], oiPA_MITtH, 5682609]
[paragraph, [103.0, 1589.0, 573.0, 36.0], oiPA_MITtH, 5682609]
[paragraph, [103.0, 1625.0, 573.0, 36.0], oiPA_MITtH, 5682609]
[paragraph, [103.0, 1661.0, 573.0, 36.0], oiPA_MITtH, 5682609]
[paragraph, [697.0, 1638.0, 561.0, 36.0], shoonya_8sYDH4ME6V4W0L, 5682609]
[paragraph, [697.0, 1674.0, 561.0, 36.0], shoonya_8sYDH4ME6V4W0L, 5682609]
