[2096, 1516]
[folio, [64.0, 54.0, 183.0, 36.0], T-8OIGdR_4, 5712616]
[paragraph, [26.0, 1420.0, 726.0, 36.0], O_z0sQIhOJ, 5712616]
[paragraph, [26.0, 1456.0, 726.0, 36.0], O_z0sQIhOJ, 5712616]
[paragraph, [26.0, 1492.0, 726.0, 36.0], O_z0sQIhOJ, 5712616]
[paragraph, [749.0, 1518.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1554.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1590.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1626.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1662.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1698.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1734.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1770.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1806.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1842.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [749.0, 1878.0, 740.0, 36.0], nDeg_AT1fS, 5712616]
[paragraph, [22.0, 1554.0, 726.0, 36.0], NSMXaNfCFk, 5712616]
[paragraph, [22.0, 1590.0, 726.0, 36.0], NSMXaNfCFk, 5712616]
[paragraph, [22.0, 1626.0, 726.0, 36.0], NSMXaNfCFk, 5712616]
[paragraph, [22.0, 1662.0, 726.0, 36.0], NSMXaNfCFk, 5712616]
[paragraph, [22.0, 1698.0, 726.0, 36.0], NSMXaNfCFk, 5712616]
[paragraph, [22.0, 1734.0, 726.0, 36.0], NSMXaNfCFk, 5712616]
[paragraph, [22.0, 1791.0, 730.0, 36.0], yyVpwMHunk, 5712616]
[paragraph, [22.0, 1827.0, 730.0, 36.0], yyVpwMHunk, 5712616]
[paragraph, [22.0, 1863.0, 730.0, 36.0], yyVpwMHunk, 5712616]
[paragraph, [22.0, 1899.0, 730.0, 36.0], yyVpwMHunk, 5712616]
[paragraph, [22.0, 1935.0, 730.0, 36.0], yyVpwMHunk, 5712616]
[paragraph, [747.0, 1918.0, 745.0, 36.0], 0IpqWGtY-F, 5712616]
[paragraph, [747.0, 1954.0, 745.0, 36.0], 0IpqWGtY-F, 5712616]
[paragraph, [747.0, 1990.0, 745.0, 36.0], 0IpqWGtY-F, 5712616]
