[872, 605]
[section-title, [269.0, 37.0, 78.0, 30.0], 0xb-7P35Gr, 6457438]
[paragraph, [51.0, 395.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [51.0, 413.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [51.0, 431.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [300.0, 331.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [300.0, 349.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [300.0, 367.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [300.0, 385.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [300.0, 403.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [300.0, 421.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [300.0, 439.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [300.0, 457.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [300.0, 475.0, 252.0, 18.0], QeChI1JDEX, 6457438]
[paragraph, [61.0, 446.0, 152.0, 18.0], shoonya_0s8MKG8JO0GXPY, 6457438]
[paragraph, [49.0, 468.0, 238.0, 18.0], 5HsZVs-2um, 6457438]
[paragraph, [47.0, 485.0, 200.0, 18.0], 7QzD_Zisof, 6457438]
[paragraph, [299.0, 488.0, 249.0, 18.0], s6sDjzeoLU, 6457438]
[paragraph, [299.0, 506.0, 249.0, 18.0], s6sDjzeoLU, 6457438]
[paragraph, [51.0, 503.0, 248.0, 18.0], IpiocX6C8-, 6457438]
[paragraph, [51.0, 521.0, 248.0, 18.0], IpiocX6C8-, 6457438]
[paragraph, [51.0, 539.0, 248.0, 18.0], IpiocX6C8-, 6457438]
[paragraph, [51.0, 557.0, 248.0, 18.0], IpiocX6C8-, 6457438]
[paragraph, [51.0, 575.0, 248.0, 18.0], IpiocX6C8-, 6457438]
[paragraph, [51.0, 593.0, 248.0, 18.0], IpiocX6C8-, 6457438]
[paragraph, [51.0, 611.0, 248.0, 18.0], IpiocX6C8-, 6457438]
[paragraph, [51.0, 629.0, 248.0, 18.0], IpiocX6C8-, 6457438]
[paragraph, [297.0, 526.0, 250.0, 18.0], r8T5vAH7m9, 6457438]
[paragraph, [297.0, 544.0, 250.0, 18.0], r8T5vAH7m9, 6457438]
[paragraph, [300.0, 563.0, 250.0, 18.0], PV8_93eq-G, 6457438]
[paragraph, [300.0, 581.0, 250.0, 18.0], PV8_93eq-G, 6457438]
[paragraph, [300.0, 599.0, 250.0, 18.0], PV8_93eq-G, 6457438]
[paragraph, [300.0, 617.0, 250.0, 18.0], PV8_93eq-G, 6457438]
[paragraph, [300.0, 635.0, 250.0, 18.0], PV8_93eq-G, 6457438]
[paragraph, [300.0, 653.0, 250.0, 18.0], PV8_93eq-G, 6457438]
[paragraph, [300.0, 671.0, 250.0, 18.0], PV8_93eq-G, 6457438]
[paragraph, [300.0, 689.0, 250.0, 18.0], PV8_93eq-G, 6457438]
[paragraph, [48.0, 659.0, 252.0, 18.0], QjbNQraKkm, 6457438]
[paragraph, [48.0, 677.0, 252.0, 18.0], QjbNQraKkm, 6457438]
[paragraph, [48.0, 695.0, 252.0, 18.0], QjbNQraKkm, 6457438]
[paragraph, [48.0, 713.0, 252.0, 18.0], QjbNQraKkm, 6457438]
[paragraph, [48.0, 731.0, 252.0, 18.0], QjbNQraKkm, 6457438]
[paragraph, [48.0, 749.0, 252.0, 18.0], QjbNQraKkm, 6457438]
[paragraph, [48.0, 767.0, 252.0, 18.0], QjbNQraKkm, 6457438]
[paragraph, [301.0, 714.0, 247.0, 18.0], VIhwg70X60, 6457438]
[paragraph, [301.0, 732.0, 247.0, 18.0], VIhwg70X60, 6457438]
[paragraph, [301.0, 750.0, 247.0, 18.0], VIhwg70X60, 6457438]
[reference, [301.0, 773.0, 247.0, 18.0], YJj15TID1I, 6457438]
[reference, [301.0, 791.0, 247.0, 18.0], YJj15TID1I, 6457438]
[reference, [301.0, 809.0, 247.0, 18.0], YJj15TID1I, 6457438]
[reference, [44.0, 782.0, 255.0, 18.0], vnzqpgtI5w, 6457438]
[reference, [44.0, 800.0, 255.0, 18.0], vnzqpgtI5w, 6457438]
[reference, [44.0, 818.0, 255.0, 18.0], vnzqpgtI5w, 6457438]
