[2339, 1654]
[folio, [1314.0, 28.0, 246.0, 36.0], uGrjdM5KDj, 5750337]
[paragraph, [241.0, 1657.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1693.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1729.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1765.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1801.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1837.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1873.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1909.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1945.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 1981.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 2017.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 2053.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[paragraph, [241.0, 2089.0, 1139.0, 36.0], shoonya_0sTIC8LOVOBSHG, 5750337]
[reference, [976.0, 2163.0, 387.0, 36.0], shoonya_1s2A0DBEMN8F5F, 5750337]
