[1220, 768]
[headline, [281.0, 62.0, 242.0, 25.5], 6g5ZTaD5OU, 5770197]
[paragraph, [412.0, 732.0, 279.0, 18.0], 4Xw97sVane, 5770197]
[paragraph, [412.0, 750.0, 279.0, 18.0], 4Xw97sVane, 5770197]
[paragraph, [412.0, 768.0, 279.0, 18.0], 4Xw97sVane, 5770197]
[paragraph, [390.0, 788.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 806.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 824.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 842.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 860.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 878.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 896.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 914.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 932.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 950.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 968.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 986.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 1004.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 1022.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 1040.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 1058.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 1076.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 1094.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 1112.0, 302.0, 18.0], mr7uiDESSv, 5770197]
[paragraph, [390.0, 1130.0, 302.0, 18.0], mr7uiDESSv, 5770197]
