[1388, 886]
[folio, [661.0, 49.0, 183.0, 18.0], 4Uvs7WIKSB, 5742600]
[paragraph, [53.0, 373.0, 385.0, 18.0], mlOqW1pH8C, 5742600]
[paragraph, [53.0, 391.0, 385.0, 18.0], mlOqW1pH8C, 5742600]
[paragraph, [53.0, 409.0, 385.0, 18.0], mlOqW1pH8C, 5742600]
[paragraph, [53.0, 427.0, 385.0, 18.0], mlOqW1pH8C, 5742600]
[paragraph, [53.0, 445.0, 385.0, 18.0], mlOqW1pH8C, 5742600]
[paragraph, [53.0, 463.0, 385.0, 18.0], mlOqW1pH8C, 5742600]
[paragraph, [53.0, 481.0, 385.0, 18.0], mlOqW1pH8C, 5742600]
[paragraph, [455.0, 340.0, 200.0, 18.0], shoonya_0sQU7KEOJMSTTL, 5742600]
[paragraph, [454.0, 375.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 393.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 411.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 429.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 447.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 465.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 483.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 501.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 519.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 537.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 555.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 573.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 591.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 609.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 627.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 645.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [454.0, 663.0, 398.0, 18.0], JelJ_nS3BD, 5742600]
[paragraph, [44.0, 520.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 538.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 556.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 574.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 592.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 610.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 628.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 646.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 664.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 682.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 700.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 718.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 736.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 754.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [44.0, 772.0, 389.0, 18.0], -QLdJBfQfW, 5742600]
[paragraph, [458.0, 692.0, 180.0, 18.0], vGmJPvwFpl, 5742600]
[paragraph, [474.0, 724.0, 301.0, 18.0], XsKV67hpMA, 5742600]
[paragraph, [474.0, 742.0, 301.0, 18.0], XsKV67hpMA, 5742600]
[paragraph, [474.0, 760.0, 301.0, 18.0], XsKV67hpMA, 5742600]
[paragraph, [474.0, 778.0, 301.0, 18.0], XsKV67hpMA, 5742600]
[paragraph, [474.0, 796.0, 301.0, 18.0], XsKV67hpMA, 5742600]
[paragraph, [474.0, 814.0, 301.0, 18.0], XsKV67hpMA, 5742600]
[paragraph, [474.0, 832.0, 301.0, 18.0], XsKV67hpMA, 5742600]
[paragraph, [43.0, 799.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 817.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 835.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 853.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 871.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 889.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 907.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 925.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 943.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 961.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 979.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 997.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [43.0, 1015.0, 377.0, 18.0], 75r7xd4wmm, 5742600]
[paragraph, [451.0, 868.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 886.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 904.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 922.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 940.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 958.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 976.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 994.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 1012.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 1030.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 1048.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [451.0, 1066.0, 410.0, 18.0], dLi_uc9fLf, 5742600]
[paragraph, [48.0, 1047.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1065.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1083.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1101.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1119.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1137.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1155.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1173.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1191.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1209.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1227.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1245.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1263.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1281.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [48.0, 1299.0, 394.0, 18.0], BZqyRFp4yg, 5742600]
[paragraph, [466.0, 1086.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1104.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1122.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1140.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1158.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1176.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1194.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1212.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1230.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1248.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1266.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1284.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[paragraph, [466.0, 1302.0, 386.0, 18.0], sdpaqU_hQl, 5742600]
[footnote, [571.0, 1354.0, 259.0, 18.0], iRUiekkaqm, 5742600]
