[737, 581]
[website-link, [215.0, 19.0, 135.0, 18.0], xQ9terf802, 5739542]
[ordered-list, [295.0, 547.0, 256.0, 18.0], UZJKyohx6r, 5739542]
[ordered-list, [295.0, 565.0, 256.0, 18.0], UZJKyohx6r, 5739542]
[ordered-list, [295.0, 583.0, 256.0, 18.0], UZJKyohx6r, 5739542]
[ordered-list, [295.0, 601.0, 256.0, 18.0], UZJKyohx6r, 5739542]
[ordered-list, [295.0, 619.0, 256.0, 18.0], UZJKyohx6r, 5739542]
[ordered-list, [295.0, 637.0, 256.0, 18.0], UZJKyohx6r, 5739542]
[sub-ordered-list, [300.0, 45.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 63.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 81.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 99.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 117.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 135.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 153.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 171.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 189.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 207.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 225.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [300.0, 243.0, 241.0, 18.0], L8WZ7Z_d4D, 5739542]
[sub-ordered-list, [299.0, 291.0, 244.0, 18.0], 58Q5fCmFfG, 5739542]
[sub-ordered-list, [299.0, 309.0, 244.0, 18.0], 58Q5fCmFfG, 5739542]
[sub-ordered-list, [299.0, 327.0, 244.0, 18.0], 58Q5fCmFfG, 5739542]
[sub-ordered-list, [299.0, 345.0, 244.0, 18.0], 58Q5fCmFfG, 5739542]
[sub-ordered-list, [299.0, 363.0, 244.0, 18.0], 58Q5fCmFfG, 5739542]
[sub-ordered-list, [299.0, 381.0, 244.0, 18.0], 58Q5fCmFfG, 5739542]
[sub-ordered-list, [299.0, 399.0, 244.0, 18.0], 58Q5fCmFfG, 5739542]
[ordered-list, [53.0, 323.0, 229.0, 18.0], YkdnA5UVOz, 5739542]
[ordered-list, [53.0, 341.0, 229.0, 18.0], YkdnA5UVOz, 5739542]
[ordered-list, [53.0, 359.0, 229.0, 18.0], YkdnA5UVOz, 5739542]
[ordered-list, [53.0, 377.0, 229.0, 18.0], YkdnA5UVOz, 5739542]
[ordered-list, [53.0, 395.0, 229.0, 18.0], YkdnA5UVOz, 5739542]
[paragraph, [52.0, 423.0, 224.0, 18.0], SLUnjUhBxC, 5739542]
[paragraph, [52.0, 441.0, 224.0, 18.0], SLUnjUhBxC, 5739542]
[sub-ordered-list, [301.0, 451.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 469.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 487.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 505.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 523.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 541.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 559.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 577.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 595.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 613.0, 230.0, 18.0], As82FZj4rr, 5739542]
[sub-ordered-list, [301.0, 631.0, 230.0, 18.0], As82FZj4rr, 5739542]
[ordered-list, [28.0, 483.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 501.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 519.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 537.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 555.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 573.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 591.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 609.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 627.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[ordered-list, [28.0, 645.0, 263.0, 18.0], quf_4E3vJw, 5739542]
[sub-ordered-list, [42.0, 509.0, 246.0, 18.0], YWDuZzhDO7, 5739542]
[sub-ordered-list, [42.0, 527.0, 246.0, 18.0], YWDuZzhDO7, 5739542]
[sub-ordered-list, [42.0, 545.0, 246.0, 18.0], YWDuZzhDO7, 5739542]
[sub-ordered-list, [42.0, 563.0, 246.0, 18.0], YWDuZzhDO7, 5739542]
[sub-ordered-list, [42.0, 581.0, 246.0, 18.0], YWDuZzhDO7, 5739542]
[sub-ordered-list, [42.0, 599.0, 246.0, 18.0], YWDuZzhDO7, 5739542]
[sub-ordered-list, [42.0, 617.0, 246.0, 18.0], YWDuZzhDO7, 5739542]
[sub-ordered-list, [42.0, 635.0, 246.0, 18.0], YWDuZzhDO7, 5739542]
