[1468, 909]
[headline, [115.0, 74.0, 576.0, 25.5], YiJiYxBdDA, 5770564]
[paragraph, [101.0, 1081.0, 308.0, 18.0], KiskZhVnRT, 5770564]
[paragraph, [457.0, 1086.0, 323.0, 18.0], 6LuvwMupzz, 5770564]
[paragraph, [457.0, 1104.0, 323.0, 18.0], 6LuvwMupzz, 5770564]
[paragraph, [457.0, 1122.0, 323.0, 18.0], 6LuvwMupzz, 5770564]
[paragraph, [457.0, 1140.0, 323.0, 18.0], 6LuvwMupzz, 5770564]
[paragraph, [457.0, 1158.0, 323.0, 18.0], 6LuvwMupzz, 5770564]
[paragraph, [457.0, 1176.0, 323.0, 18.0], 6LuvwMupzz, 5770564]
[paragraph, [96.0, 1100.0, 290.0, 18.0], 3INADexRyr, 5770564]
[paragraph, [96.0, 1118.0, 290.0, 18.0], 3INADexRyr, 5770564]
[paragraph, [101.0, 1134.0, 274.0, 18.0], QFEV-cmRsm, 5770564]
[paragraph, [101.0, 1152.0, 274.0, 18.0], QFEV-cmRsm, 5770564]
[paragraph, [101.0, 1170.0, 274.0, 18.0], QFEV-cmRsm, 5770564]
[paragraph, [101.0, 1188.0, 274.0, 18.0], QFEV-cmRsm, 5770564]
[paragraph, [101.0, 1206.0, 274.0, 18.0], QFEV-cmRsm, 5770564]
[paragraph, [471.0, 1191.0, 274.0, 18.0], v_RU4gDCEI, 5770564]
[paragraph, [471.0, 1209.0, 274.0, 18.0], v_RU4gDCEI, 5770564]
[paragraph, [94.0, 1215.0, 275.0, 18.0], 28uCHjaRQu, 5770564]
[paragraph, [94.0, 1233.0, 275.0, 18.0], 28uCHjaRQu, 5770564]
[paragraph, [94.0, 1251.0, 275.0, 18.0], 28uCHjaRQu, 5770564]
[paragraph, [465.0, 1224.0, 287.0, 18.0], i6JVdUD6ZF, 5770564]
[paragraph, [465.0, 1242.0, 287.0, 18.0], i6JVdUD6ZF, 5770564]
[paragraph, [465.0, 1260.0, 287.0, 18.0], i6JVdUD6ZF, 5770564]
[paragraph, [465.0, 1278.0, 287.0, 18.0], i6JVdUD6ZF, 5770564]
[paragraph, [465.0, 1296.0, 287.0, 18.0], i6JVdUD6ZF, 5770564]
[paragraph, [88.0, 1269.0, 283.0, 18.0], cJgKcCitpa, 5770564]
[paragraph, [88.0, 1287.0, 283.0, 18.0], cJgKcCitpa, 5770564]
[paragraph, [97.0, 1300.0, 295.0, 18.0], ZwW7C72YSu, 5770564]
[paragraph, [97.0, 1318.0, 295.0, 18.0], ZwW7C72YSu, 5770564]
[paragraph, [97.0, 1336.0, 295.0, 18.0], ZwW7C72YSu, 5770564]
[paragraph, [97.0, 1354.0, 295.0, 18.0], ZwW7C72YSu, 5770564]
[paragraph, [459.0, 1304.0, 273.0, 18.0], LnBBJFchjE, 5770564]
[paragraph, [459.0, 1322.0, 273.0, 18.0], LnBBJFchjE, 5770564]
[paragraph, [459.0, 1340.0, 273.0, 18.0], LnBBJFchjE, 5770564]
[paragraph, [459.0, 1358.0, 273.0, 18.0], LnBBJFchjE, 5770564]
