[1387, 987]
[paragraph, [80.0, 70.0, 823.0, 18.0], shoonya_1sRTZLK7AZSEAS, 5651966]
[paragraph, [64.0, 876.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 894.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 912.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 930.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 948.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 966.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 984.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1002.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1020.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1038.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1056.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1074.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1092.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1110.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1128.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1146.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1164.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1182.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1200.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1218.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1236.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1254.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1272.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
[paragraph, [64.0, 1290.0, 846.0, 18.0], shoonya_0sOA8ZSRQ8WGEN, 5651966]
