[1806, 1262]
[folio, [621.0, 105.0, 458.0, 36.0], shoonya_7sGB5XM4F9X45C, 5681751]
[paragraph, [95.0, 1345.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1381.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1417.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1453.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1489.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1525.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1561.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1597.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1633.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1669.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [639.0, 1430.0, 493.0, 36.0], shoonya_3sS4EKOYBF0EY3, 5681751]
[paragraph, [639.0, 1466.0, 493.0, 36.0], shoonya_3sS4EKOYBF0EY3, 5681751]
[paragraph, [639.0, 1502.0, 493.0, 36.0], shoonya_3sS4EKOYBF0EY3, 5681751]
[paragraph, [639.0, 1538.0, 493.0, 36.0], shoonya_3sS4EKOYBF0EY3, 5681751]
[footnote, [659.0, 1600.0, 471.0, 36.0], 3XgWAgPYxD, 5681751]
[footnote, [659.0, 1636.0, 471.0, 36.0], 3XgWAgPYxD, 5681751]
