[2339, 1656]
[paragraph, [855.0, 99.0, 699.0, 36.0], shoonya_5sZQZCDJTBHQ6T, 5750070]
[paragraph, [855.0, 1035.0, 699.0, 36.0], shoonya_5sZQZCDJTBHQ6T, 5750070]
[paragraph, [855.0, 1071.0, 699.0, 36.0], shoonya_5sZQZCDJTBHQ6T, 5750070]
[paragraph, [855.0, 1107.0, 699.0, 36.0], shoonya_5sZQZCDJTBHQ6T, 5750070]
[paragraph, [855.0, 1143.0, 699.0, 36.0], shoonya_5sZQZCDJTBHQ6T, 5750070]
[paragraph, [855.0, 1179.0, 699.0, 36.0], shoonya_5sZQZCDJTBHQ6T, 5750070]
[paragraph, [855.0, 1215.0, 699.0, 36.0], shoonya_5sZQZCDJTBHQ6T, 5750070]
[paragraph, [111.0, 110.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 146.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 182.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 218.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 254.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 290.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 326.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 362.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 398.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 434.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 470.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 506.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [111.0, 542.0, 708.0, 36.0], shoonya_1sBFFMR5M0PF78, 5750070]
[paragraph, [126.0, 651.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 687.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 723.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 759.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 795.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 831.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 867.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 903.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 939.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 975.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1011.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1047.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1083.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1119.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1155.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1191.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1227.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1263.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1299.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1335.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1371.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1407.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1443.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1479.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1515.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1551.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1587.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [126.0, 1623.0, 704.0, 36.0], shoonya_2sUOWI83DUOXXZ, 5750070]
[paragraph, [867.0, 1281.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1317.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1353.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1389.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1425.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1461.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1497.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1533.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1569.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1605.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1641.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1677.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1713.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1749.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1785.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [867.0, 1821.0, 698.0, 36.0], shoonya_4sNLV5E13Q4XPT, 5750070]
[paragraph, [137.0, 1664.0, 705.0, 36.0], shoonya_0sO44D7XLXYLUX, 5750070]
[paragraph, [137.0, 1700.0, 705.0, 36.0], shoonya_0sO44D7XLXYLUX, 5750070]
[paragraph, [137.0, 1736.0, 705.0, 36.0], shoonya_0sO44D7XLXYLUX, 5750070]
[paragraph, [137.0, 1772.0, 705.0, 36.0], shoonya_0sO44D7XLXYLUX, 5750070]
[paragraph, [207.0, 1826.0, 468.0, 36.0], Qxm1maS26J, 5750070]
[ordered-list, [857.0, 1884.0, 704.0, 36.0], shoonya_7sPM7AU46I3ZJ6, 5750070]
[ordered-list, [857.0, 1920.0, 704.0, 36.0], shoonya_7sPM7AU46I3ZJ6, 5750070]
[ordered-list, [857.0, 1956.0, 704.0, 36.0], shoonya_7sPM7AU46I3ZJ6, 5750070]
[ordered-list, [857.0, 1992.0, 704.0, 36.0], shoonya_7sPM7AU46I3ZJ6, 5750070]
[ordered-list, [857.0, 2028.0, 704.0, 36.0], shoonya_7sPM7AU46I3ZJ6, 5750070]
[ordered-list, [857.0, 2064.0, 704.0, 36.0], shoonya_7sPM7AU46I3ZJ6, 5750070]
[paragraph, [137.0, 1924.0, 705.0, 36.0], shoonya_3s5MOT50RLJRWJ, 5750070]
[paragraph, [137.0, 1960.0, 705.0, 36.0], shoonya_3s5MOT50RLJRWJ, 5750070]
[paragraph, [137.0, 1996.0, 705.0, 36.0], shoonya_3s5MOT50RLJRWJ, 5750070]
[paragraph, [137.0, 2032.0, 705.0, 36.0], shoonya_3s5MOT50RLJRWJ, 5750070]
[paragraph, [137.0, 2068.0, 705.0, 36.0], shoonya_3s5MOT50RLJRWJ, 5750070]
[paragraph, [137.0, 2104.0, 705.0, 36.0], shoonya_3s5MOT50RLJRWJ, 5750070]
[reference, [1281.0, 1931.0, 152.0, 36.0], -XOT3BeibS, 5750070]
[reference, [1393.0, 2066.0, 177.0, 36.0], shoonya_8sS9HTJC187NKN, 5750070]
